alias_id,account_name,branch_id,supplier_code,pharmacy_id,match_score,match_method,match_status,match_evidence,parent_company,branch_tag
A50303,STAR CARE SMOUHA br.2,756,3,1605,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Al Wadi Medical Providers,A756
A50307,PY/STAR CARE SMOUHA,767,5,1605,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Khufu Line Agencies,A767
A50308,Star Care Smouha Branch 2162,767,5,1605,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Khufu Line Agencies,A767
A50360,PH MIRA BANHA,763,4,2417,81.25,area_disambiguated,MATCHED,area_disambiguated,Saqqara Trade House,A763
A50373,PH EL SHIFA (2),702,2,2806,92.85714285714286,direct_match,MATCHED,direct_match,Al-Nour Pharmaceutical Distribution,C702
A50375,Ph/EL SHIFA (2),781,3,2806,80.0,direct_match,MATCHED,direct_match,Alex Marine Providers,B781
A50388,Health Gate Oct City-A,750,4,1046,78.43137254901961,direct_match,MATCHED,direct_match,Pearl Route Agencies,A750
A50440,PH silver care obour Branch 1,702,3,1054,86.95652173913044,direct_match,MATCHED,direct_match,Al-Nour Pharmaceutical Distribution,C702
A50458,El-alpha pharma 011,709,3,1241,78.94736842105263,direct_match,MATCHED,direct_match,Horus Pharm Agencies,B709
A50474,PH SILVER CARE Mall,739,4,1191,82.35294117647058,area_disambiguated,MATCHED,area_disambiguated,Sinai Bridge Trading,C739
A50516,PH Green Leaf Branch 2,706,6,1465,81.25,area_disambiguated,MATCHED,area_disambiguated,Nile Med Wholesale,A706
A50531,PH El Hokama Harram,733,4,1065,83.72093023255813,direct_match,MATCHED,direct_match,Modern Chain Distributors,A733
A50565,PH Ebn Sina Rehab View Mall,729,5,1069,88.0,direct_match,MATCHED,direct_match,Delta Star Medical Trade,B729
A50566,Ebn Sina Rehab View Branch 2,756,6,1069,80.85106382978724,direct_match,MATCHED,direct_match,Al Wadi Medical Providers,A756
A50567,PH EBN SINA REHAB VIEW Branch 2,756,6,1069,88.0,direct_match,MATCHED,direct_match,Al Wadi Medical Providers,A756
A50569,EL EBN SINA REHAB VIEW,766,5,1069,80.0,direct_match,MATCHED,direct_match,Basil Corner Providers,B766
A50570,ebn sina rehab view r.2,771,5,1069,82.35294117647058,direct_match,MATCHED,direct_match,Marina Bay Trade,B771
A50571,el star care square 04,719,5,2809,80.0,direct_match,MATCHED,direct_match,Lotus Medcare Distribution,A719
A50572,EL Star Care Square Main Road,719,5,2809,80.95238095238095,direct_match,MATCHED,direct_match,Lotus Medcare Distribution,A719
A50574,El-Star Care Square 011,728,2,2809,78.26086956521739,direct_match,MATCHED,direct_match,Delta Star Medical Trade,A728
A50577,Star Care Squae Station St.,771,6,2809,78.94736842105263,direct_match,MATCHED,direct_match,Marina Bay Trade,B771
A50578,el Star Care Square br.2,778,4,2809,80.95238095238095,direct_match,MATCHED,direct_match,Seven Palms Distribution,C778
A50580,el star care square-A,780,4,2809,81.81818181818181,direct_match,MATCHED,direct_match,Alex Marine Providers,A780
A50593,nile care helwan (2),778,5,1095,78.94736842105263,direct_match,MATCHED,direct_match,Seven Palms Distribution,C778
A50611,PH angel dokki Mall,769,5,2164,82.35294117647058,area_disambiguated,MATCHED,area_disambiguated,Ocean Front Distributors,B769
A50640,PH SALAMTEK IMBABA br.2,780,8,1078,85.71428571428572,direct_match,MATCHED,direct_match,Alex Marine Providers,A780
A50644,blue wave rehab view,734,6,1079,81.63265306122449,direct_match,MATCHED,direct_match,Modern Chain Distributors,B734
A50645,el Blue Wave Rehab View,756,7,1079,80.76923076923077,direct_match,MATCHED,direct_match,Al Wadi Medical Providers,A756
A50648,Blue Wave Rehab View (2),766,7,1079,78.43137254901961,direct_match,MATCHED,direct_match,Basil Corner Providers,B766
A50650,el blue wave rehab view Branch 2583,781,6,1079,80.76923076923077,direct_match,MATCHED,direct_match,Alex Marine Providers,B781
A50651,PY/nile care br.2,726,8,2802,85.71428571428572,direct_match,MATCHED,direct_match,White Nile Agencies,B726
A50652,PH NILE CAREE Station St.,726,8,2802,96.0,direct_match,MATCHED,direct_match,White Nile Agencies,B726
A50653,PH Nile Carre Branch 2,730,9,2802,96.0,direct_match,MATCHED,direct_match,Pyramid Health Supplies,A730
A50655,nile care Mall,735,8,2802,85.71428571428572,direct_match,MATCHED,direct_match,Modern Chain Distributors,C735
A50668,PH El Shifa Zayed-A,769,6,2030,80.95238095238095,area_disambiguated,MATCHED,area_disambiguated,Ocean Front Distributors,B769
A50674,el Union Pharm Smouha (2),781,7,1806,87.8048780487805,area_disambiguated,MATCHED,area_disambiguated,Alex Marine Providers,B781
A50675,PH union pharm smouha424,781,7,1806,85.71428571428572,area_disambiguated,MATCHED,area_disambiguated,Alex Marine Providers,B781
A50683,EL TOURATH (2),703,6,2815,82.75862068965517,direct_match,MATCHED,direct_match,Blue Crescent Medical Supply Co.,A703
A50685,PH El Tourath,707,6,2815,86.66666666666667,direct_match,MATCHED,direct_match,Tiba Distribution Group,A707
A50687,PY/El Tourath (2),720,6,2815,82.75862068965517,direct_match,MATCHED,direct_match,Lotus Medcare Distribution,B720
A50688,PH el tourath-A,740,7,2815,87.5,direct_match,MATCHED,direct_match,Green Delta Enterprises,A740
A50690,PH EL TOURATH br.2,761,8,2815,86.66666666666667,direct_match,MATCHED,direct_match,Supreme Shelf Logistics,A761
A50691,PYY/EL TOURATH Main Road,766,9,1526,78.78787878787878,area_disambiguated,MATCHED,area_disambiguated,Basil Corner Providers,B766
A50696,PH El Shifa Main Road,703,7,2806,84.61538461538461,direct_match,MATCHED,direct_match,Blue Crescent Medical Supply Co.,A703
A50698,PH El Shifa,726,9,2806,84.61538461538461,direct_match,MATCHED,direct_match,White Nile Agencies,B726
A50700,PH EL SHIFA 6th Zone,738,4,2806,84.61538461538461,direct_match,MATCHED,direct_match,Sinai Bridge Trading,B738
A50726,PH City Care Square 011,714,10,1089,79.16666666666666,direct_match,MATCHED,direct_match,Delta Union Agencies,A714
A50728,City Care Square Branch 2,741,7,1089,78.04878048780488,direct_match,MATCHED,direct_match,Green Delta Enterprises,B741
A50729,Ph/City Care Square Main Road,752,7,1089,78.04878048780488,direct_match,MATCHED,direct_match,Falcon Wholesale Co.,B752
A50760,silver care smouha Mall,755,6,1580,80.0,area_disambiguated,MATCHED,area_disambiguated,October Central Supply,B755
A50762,PH EL SHIFA Station St.,776,9,2806,84.61538461538461,direct_match,MATCHED,direct_match,Seven Palms Distribution,A776
A50763,PY/El Shifa (2),776,9,2806,80.0,direct_match,MATCHED,direct_match,Seven Palms Distribution,A776
A50765,PH El Shifa br.2,782,4,2806,84.61538461538461,direct_match,MATCHED,direct_match,Summit Crest Trading,A782
A50766,care 24 seven helwan 011,703,8,1095,90.9090909090909,direct_match,MATCHED,direct_match,Blue Crescent Medical Supply Co.,A703
A50767,El-care 24 seven helwan Station St.,703,8,1095,93.02325581395348,direct_match,MATCHED,direct_match,Blue Crescent Medical Supply Co.,A703
A50768,El-care 24 seven helwan 04,714,11,1095,86.95652173913044,direct_match,MATCHED,direct_match,Delta Union Agencies,A714
A50769,el Care 24 Seven Helwan-A,716,4,1095,88.88888888888889,direct_match,MATCHED,direct_match,Delta Union Agencies,C716
A50770,CARE 24 SEVEN HELWAN 011,716,4,1095,90.9090909090909,direct_match,MATCHED,direct_match,Delta Union Agencies,C716
A50771,Care 24 Seven Helwan Branch 1,720,8,1095,100.0,exact_registry_name,MATCHED,exact_registry_name,Lotus Medcare Distribution,B720
A50772,EL CARE 24 SEVEN HELWAN 04,728,3,1095,86.95652173913044,direct_match,MATCHED,direct_match,Delta Star Medical Trade,A728
A50773,EL care 24 seven helwan 04,728,3,1095,86.95652173913044,direct_match,MATCHED,direct_match,Delta Star Medical Trade,A728
A50774,PH Care 24 Seven Helwan,746,4,1095,93.02325581395348,direct_match,MATCHED,direct_match,Southern Cross Pharma,B746
A50775,EL Care 24 Seven Helwan 6th Zone,782,5,1095,93.02325581395348,direct_match,MATCHED,direct_match,Summit Crest Trading,A782
A50777,PH nile care-A,755,7,2802,92.3076923076923,direct_match,MATCHED,direct_match,October Central Supply,B755
A50778,NILE CARE Main Road,755,7,2802,85.71428571428572,direct_match,MATCHED,direct_match,October Central Supply,B755
A50779,PH Nile Care,775,9,2802,100.0,direct_match,MATCHED,direct_match,Corner Stone Medical,A775
A50834,Silver Care Smouha (2),750,9,1580,85.0,direct_match,MATCHED,direct_match,Pearl Route Agencies,A750
A50882,Ph/DR MEDHAT MONTAZA,779,6,1749,79.06976744186046,area_disambiguated,MATCHED,area_disambiguated,Iron Gate Wholesale,A779
A50907,Ph/blue wave montaza,733,8,1113,79.06976744186046,direct_match,MATCHED,direct_match,Modern Chain Distributors,A733
A50908,PH Blue Wave Montaza 011,755,8,1113,80.0,direct_match,MATCHED,direct_match,October Central Supply,B755
A50912,care 24 seven dokki Mlal,707,9,1114,88.37209302325581,direct_match,MATCHED,direct_match,Tiba Distribution Group,A707
A50913,Care 24 Seven Dokki (2),707,9,1114,95.0,direct_match,MATCHED,direct_match,Tiba Distribution Group,A707
A50914,El-CARE 24 SEVEN DOKKI (2),709,6,1114,88.37209302325581,direct_match,MATCHED,direct_match,Horus Pharm Agencies,B709
A50916,PY/Care 24 Seven Dokki 011,740,8,1114,90.47619047619048,direct_match,MATCHED,direct_match,Green Delta Enterprises,A740
A50917,Ph/Care 24 Seven Dokki 011,748,12,1114,90.47619047619048,direct_match,MATCHED,direct_match,Karnak Medical Trading,A748
A50918,EL Care 24 Seven Dokki Branch 1,767,11,1114,92.6829268292683,direct_match,MATCHED,direct_match,Khufu Line Agencies,A767
A50996,PH Alpha Pharma Square 04594,701,8,1123,80.85106382978724,area_disambiguated,MATCHED,area_disambiguated,Al-Nour Pharmaceutical Distribution,B701
A50997,alpha pharma square Branch 1,701,8,1123,100.0,area_disambiguated,MATCHED,area_disambiguated,Al-Nour Pharmaceutical Distribution,B701
A51005,PH alpha pharma square 011,761,12,1123,84.44444444444444,area_disambiguated,MATCHED,area_disambiguated,Supreme Shelf Logistics,A761
A51034,PHH El Tourath Branch 1,718,5,2815,83.87096774193549,direct_match,MATCHED,direct_match,Cairo Grand Supplies,B718
A51035,PH El Tourath br.2,718,5,2815,86.66666666666667,direct_match,MATCHED,direct_match,Cairo Grand Supplies,B718
A51038,PH el tourath Main Road,738,10,2815,86.66666666666667,direct_match,MATCHED,direct_match,Sinai Bridge Trading,B738
A51041,El Tourath (2),757,9,2815,82.75862068965517,direct_match,MATCHED,direct_match,Al Wadi Medical Providers,B757
A51049,PH Al Nozha Helwan (2),729,11,1128,81.81818181818181,direct_match,MATCHED,direct_match,Delta Star Medical Trade,B729
A51195,PH misr montaza,757,13,1143,83.33333333333334,direct_match,MATCHED,direct_match,Al Wadi Medical Providers,B757
A51215,PY/seha first smouha 6th Zone,735,12,1240,79.06976744186046,area_disambiguated,MATCHED,area_disambiguated,Modern Chain Distributors,C735
A51216,seha first smouha br.2,739,13,1240,79.06976744186046,area_disambiguated,MATCHED,area_disambiguated,Sinai Bridge Trading,C739
A51238,PH Star Care Branch 2,704,13,1537,80.0,area_disambiguated,MATCHED,area_disambiguated,Blue Crescent Medical Supply Co.,B704
A51297,PH better life (2),771,10,2808,80.0,direct_match,MATCHED,direct_match,Marina Bay Trade,B771
A51330,Ph/el hokama smouha br.2985,777,11,1942,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Seven Palms Distribution,B777
A51332,PH EL TOURATH SMOUHA( 2),758,4,2803,95.65217391304348,direct_match,MATCHED,direct_match,Two Rivers Distribution,A758
A51334,el tourath smouha 04,769,11,2803,81.81818181818181,direct_match,MATCHED,direct_match,Ocean Front Distributors,B769
A51363,pharmaplus helwan,706,16,1166,97.14285714285714,direct_match,MATCHED,direct_match,Nile Med Wholesale,A706
A51364,EL pharma plus helwan,732,15,1166,92.3076923076923,direct_match,MATCHED,direct_match,Pyramid Health Supplies,C732
A51365,Ph/PHHARMA PLUS HELWAN 011,732,15,1166,87.8048780487805,direct_match,MATCHED,direct_match,Pyramid Health Supplies,C732
A51366,el Pharma Plus Helwan Station St.,752,11,1166,92.3076923076923,direct_match,MATCHED,direct_match,Falcon Wholesale Co.,B752
A51368,Pharma Plus Helwan-A,757,14,1166,94.73684210526316,direct_match,MATCHED,direct_match,Al Wadi Medical Providers,B757
A51370,e PHARMA PLUS HELWAN,760,13,1166,94.73684210526316,direct_match,MATCHED,direct_match,Two Rivers Distribution,C760
A51371,Pharma Plus Helwan Station St.,760,13,1166,100.0,exact_registry_name,MATCHED,exact_registry_name,Two Rivers Distribution,C760
A51386,PH El Shifa Montaza,703,11,1169,86.36363636363636,area_disambiguated,MATCHED,area_disambiguated,Blue Crescent Medical Supply Co.,A703
A51388,PH El Shifa Montaza Mall,708,13,2330,86.36363636363636,area_disambiguated,MATCHED,area_disambiguated,Horus Pharm Agencies,A708
A51420,PH Life Line Agami (2),782,13,1966,81.81818181818181,area_disambiguated,MATCHED,area_disambiguated,Summit Crest Trading,A782
A51444,PH Blue Wave Maadi,769,13,2037,85.71428571428572,area_disambiguated,MATCHED,area_disambiguated,Ocean Front Distributors,B769
A51449,PH Golden Care Banha br.2,748,16,2593,86.95652173913044,area_disambiguated,MATCHED,area_disambiguated,Karnak Medical Trading,A748
A51451,PY/Star Care Smouha br.2,712,15,1605,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,El-Masria Trading Co.,B712
A51453,PH star care smouha Mall,755,15,1605,86.36363636363636,area_disambiguated,MATCHED,area_disambiguated,October Central Supply,B755
A51454,star care smouha Station St.,778,11,1605,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Seven Palms Distribution,C778
A51466,PY/city care smouha 6th Zone,769,14,2122,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Ocean Front Distributors,B769
A51467,PY/City Care Smouha Branch 1,769,14,2122,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Ocean Front Distributors,B769
A51497,PH Alpha Pharma Branhc 1,711,10,2501,80.95238095238095,direct_match,MATCHED,direct_match,El-Masria Trading Co.,A711
A51529,PH Mira Marg Branch 2,773,7,1287,80.0,area_disambiguated,MATCHED,area_disambiguated,Desert Bloom Suppliers,B773
A51532,EL GOLDEN CARE SHUBRA (2),705,13,2602,79.06976744186046,direct_match,MATCHED,direct_match,Blue Crescent Medical Supply Co.,C705
A51535,Golden Care Shubra 04,753,13,2602,78.04878048780488,direct_match,MATCHED,direct_match,Falcon Wholesale Co.,C753
A51551,Ph/Pharma Plus Nozha Station St.,710,14,1187,100.0,exact_registry_name,MATCHED,exact_registry_name,Horus Pharm Agencies,C710
A51552,EL Phrma Plus Nozha,710,14,1187,88.88888888888889,direct_match,MATCHED,direct_match,Horus Pharm Agencies,C710
A51553,pharma pplus nozha Mall,719,13,1187,97.14285714285714,direct_match,MATCHED,direct_match,Lotus Medcare Distribution,A719
A51554,EL Pharma Plus Nozha,719,13,1187,91.89189189189189,direct_match,MATCHED,direct_match,Lotus Medcare Distribution,A719
A51555,EL pharma plus nozha Station St.,729,13,1187,91.89189189189189,direct_match,MATCHED,direct_match,Delta Star Medical Trade,B729
A51556,El-PHARMA PLUS NOZHA-A,729,13,1187,87.17948717948718,direct_match,MATCHED,direct_match,Delta Star Medical Trade,B729
A51557,PHARMA PLUS NOZHA br.2,760,14,1187,100.0,exact_registry_name,MATCHED,exact_registry_name,Two Rivers Distribution,C760
A51558,Pharma Plus Nozha,760,14,1187,100.0,exact_registry_name,MATCHED,exact_registry_name,Two Rivers Distribution,C760
A51559,el PHARMA PLUS NOZHA (2),761,13,1187,87.17948717948718,direct_match,MATCHED,direct_match,Supreme Shelf Logistics,A761
A51560,El-Pharma Plus Nozha b.2,761,13,1187,82.92682926829268,direct_match,MATCHED,direct_match,Supreme Shelf Logistics,A761
A51561,EL Pharma Plus Nozha,765,8,1187,91.89189189189189,direct_match,MATCHED,direct_match,Basil Corner Providers,A765
A51562,Pharma Plus Nozha Main Road,774,9,1187,100.0,exact_registry_name,MATCHED,exact_registry_name,Desert Bloom Suppliers,C774
A51563,el pharma plus nozha br.2,774,9,1187,91.89189189189189,direct_match,MATCHED,direct_match,Desert Bloom Suppliers,C774
A51564,EL PHARMA PLUS NOZHA br.2,779,12,1187,91.89189189189189,direct_match,MATCHED,direct_match,Iron Gate Wholesale,A779
A51565,el PHARMA PLUS NOZHA br.2,779,12,1187,91.89189189189189,direct_match,MATCHED,direct_match,Iron Gate Wholesale,A779
A51567,EL BARAKA (2),703,14,2800,81.4814814814815,direct_match,MATCHED,direct_match,Blue Crescent Medical Supply Co.,A703
A51574,PH EL BARAKA 04,735,16,2800,83.87096774193549,direct_match,MATCHED,direct_match,Modern Chain Distributors,C735
A51575,PH EL BARAKA br.2,739,17,2800,85.71428571428572,direct_match,MATCHED,direct_match,Sinai Bridge Trading,C739
A51590,PH El Shifa,740,12,2806,84.61538461538461,direct_match,MATCHED,direct_match,Green Delta Enterprises,A740
A51609,El-GOLDEN CARE SMOUHA (2),774,10,1580,79.06976744186046,direct_match,MATCHED,direct_match,Desert Bloom Suppliers,C774
A51658,Ph/El Tourath (2),708,19,2815,82.75862068965517,direct_match,MATCHED,direct_match,Horus Pharm Agencies,A708
A51679,PH salamtek,739,19,1110,78.57142857142857,area_disambiguated,MATCHED,area_disambiguated,Sinai Bridge Trading,C739
A51688,PY/El Hokama Smouha,717,9,1942,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Cairo Grand Supplies,A717
A51695,DR MEDHAT FAISAL 011,716,10,2812,79.06976744186046,direct_match,MATCHED,direct_match,Delta Union Agencies,C716
A51697,Dr Medhat Faisal 011,731,12,2812,79.06976744186046,direct_match,MATCHED,direct_match,Pyramid Health Supplies,B731
A51698,PH DR MEDHAT FAISAL 011,748,17,2812,86.95652173913044,direct_match,MATCHED,direct_match,Karnak Medical Trading,A748
A51700,Ph/dr medhat faisal 04,752,17,2812,80.95238095238095,direct_match,MATCHED,direct_match,Falcon Wholesale Co.,B752
A51726,PH ELITE Mall,701,13,2813,100.0,direct_match,MATCHED,direct_match,Al-Nour Pharmaceutical Distribution,B701
A51732,PH elite-A,726,27,2813,88.88888888888889,direct_match,MATCHED,direct_match,White Nile Agencies,B726
A51743,PH Misr 2(),766,23,2805,87.5,direct_match,MATCHED,direct_match,Basil Corner Providers,B766
A51763,PY/al amal shubra Mall,721,12,1728,78.78787878787878,direct_match,MATCHED,direct_match,Saraya Pharmaceutical Supply,A721
A51787,Ph/Union Pharm Smouha,724,10,1806,100.0,area_disambiguated,MATCHED,area_disambiguated,Ramses Wholesale Partners,B724
A51789,union pharm smouha-A178,731,13,1806,87.8048780487805,area_disambiguated,MATCHED,area_disambiguated,Pyramid Health Supplies,B731
A51807,PY/green leaf shubra 6th Zone,771,13,1218,79.06976744186046,direct_match,MATCHED,direct_match,Marina Bay Trade,B771
A51809,PH Green Leaf Shubra (2),776,14,1218,83.33333333333334,direct_match,MATCHED,direct_match,Seven Palms Distribution,A776
A51811,PH Union Pharm Imbaba Branch 1,704,16,1778,92.3076923076923,area_disambiguated,MATCHED,area_disambiguated,Blue Crescent Medical Supply Co.,B704
A51813,Ph/union pharm imbaba Branch 1,739,20,1219,100.0,area_disambiguated,MATCHED,area_disambiguated,Sinai Bridge Trading,C739
A51819,el baraka faisal Station St.,738,17,1220,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Sinai Bridge Trading,B738
A51831,PH Misr Branch 1,725,17,2805,100.0,direct_match,MATCHED,direct_match,White Nile Agencies,A725
A51833,PH Misr,757,18,2805,100.0,direct_match,MATCHED,direct_match,Al Wadi Medical Providers,B757
A51836,PH MISR Branch 1930,775,17,2805,100.0,direct_match,MATCHED,direct_match,Corner Stone Medical,A775
A51886,PY/Union Pharmm Faisal Branch 1,727,19,1227,97.2972972972973,area_disambiguated,MATCHED,area_disambiguated,White Nile Agencies,C727
A51887,PY/union pharm faisal214,727,19,1227,92.3076923076923,area_disambiguated,MATCHED,area_disambiguated,White Nile Agencies,C727
A51888,el union pharm faisal (2),747,12,1227,87.8048780487805,area_disambiguated,MATCHED,area_disambiguated,Southern Cross Pharma,C747
A51899,PH ebn sina Branch 2802,738,18,1421,78.57142857142857,area_disambiguated,MATCHED,area_disambiguated,Sinai Bridge Trading,B738
A51913,PH El Baraka-A,762,14,2800,86.66666666666667,direct_match,MATCHED,direct_match,Supreme Shelf Logistics,B762
A51915,El-El Baraka (2),766,25,2800,80.0,direct_match,MATCHED,direct_match,Basil Corner Providers,B766
A51932,PH Hope 6th Zone,735,19,2807,100.0,direct_match,MATCHED,direct_match,Modern Chain Distributors,C735
A51960,PH salamtek smouha 011,764,13,1500,78.26086956521739,area_disambiguated,MATCHED,area_disambiguated,Saqqara Trade House,B764
A51969,HEALTH GATE SQUARE 6th Zone,723,17,1237,80.0,direct_match,MATCHED,direct_match,Ramses Wholesale Partners,A723
A51971,PH HEALTH GATE SQUARE (2),726,28,1237,84.0,direct_match,MATCHED,direct_match,White Nile Agencies,B726
A51996,Ph/alpha pharma helwan Main Road,703,15,1241,100.0,exact_registry_name,MATCHED,exact_registry_name,Blue Crescent Medical Supply Co.,A703
A51997,PH Alpha Pharma Helwan-A,703,15,1241,88.37209302325581,direct_match,MATCHED,direct_match,Blue Crescent Medical Supply Co.,A703
A51998,el alpha pharma helwan Branch 2,722,19,1241,92.6829268292683,direct_match,MATCHED,direct_match,Saraya Pharmaceutical Supply,B722
A51999,alpha pharma helwan,722,19,1241,100.0,exact_registry_name,MATCHED,exact_registry_name,Saraya Pharmaceutical Supply,B722
A52000,EL Alpha Pharma Helwan Branch 1,738,19,1241,92.6829268292683,direct_match,MATCHED,direct_match,Sinai Bridge Trading,B738
A52003,PY/AL AMAL SMOUHA Bracnh 1,728,11,1965,78.26086956521739,area_disambiguated,MATCHED,area_disambiguated,Delta Star Medical Trade,A728
A52041,PH Golden Care Zayed Branch 2,720,24,1246,86.95652173913044,direct_match,MATCHED,direct_match,Lotus Medcare Distribution,B720
A52043,PY/GOLDEN CARE ZAYED,731,14,1246,79.06976744186046,direct_match,MATCHED,direct_match,Pyramid Health Supplies,B731
A52045,PH Golden Care Zayed 011,742,15,1246,80.0,direct_match,MATCHED,direct_match,Green Delta Enterprises,C742
A52047,Golden Care Zayed 6th Zone,762,15,1246,79.06976744186046,direct_match,MATCHED,direct_match,Supreme Shelf Logistics,B762
A52082,PH Elite 04,746,13,2813,84.21052631578947,direct_match,MATCHED,direct_match,Southern Cross Pharma,B746
A52098,PH SALAMTEK,781,19,1665,78.57142857142857,area_disambiguated,MATCHED,area_disambiguated,Alex Marine Providers,B781
A52135,Ph/EL BARAKA SMOUHA Station St.,735,20,1257,78.04878048780488,area_disambiguated,MATCHED,area_disambiguated,Modern Chain Distributors,C735
A52160,PH Ebn Sina Smouha (2),741,18,2740,81.81818181818181,area_disambiguated,MATCHED,area_disambiguated,Green Delta Enterprises,B741
