alias_id,account_name,branch_id,supplier_code,pharmacy_id,match_score,match_method,match_status,match_evidence,parent_company,branch_tag
A50396,PH Dr Medhat Smouha 04,748,5,,80.85106382978724,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Karnak Medical Trading,A748
A50397,PH Dr Medhat Smouha Mall,751,4,,86.36363636363636,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Falcon Wholesale Co.,A751
A50401,PH DR MEDHAT SMOUHA,782,3,,86.36363636363636,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Summit Crest Trading,A782
A50405,Health Gate Smouha Branch 1225,737,8,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Sinai Bridge Trading,A737
A50408,PY/HEALTH GATE SMOUHA Station St.,775,6,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Corner Stone Medical,A775
A50419,PH el shifa smouha,718,2,,85.71428571428572,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Cairo Grand Supplies,B718
A50441,PY/SILVER CARE OBOUR 04,702,3,,82.05128205128204,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Al-Nour Pharmaceutical Distribution,C702
A50442,silver care obour-A,703,5,,78.94736842105263,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Blue Crescent Medical Supply Co.,A703
A50446,Silver Care Obour 04,776,5,,82.05128205128204,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Seven Palms Distribution,A776
A50455,ALPHA PHARMA Branch 2,706,3,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Nile Med Wholesale,A706
A50456,El-ALPHA PHARMA Branch 2,706,3,,88.88888888888889,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Nile Med Wholesale,A706
A50457,Ph/alpha pharma Branch 1,709,3,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Pharm Agencies,B709
A50459,el Alpha Pharma,714,5,,88.88888888888889,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Delta Union Agencies,A714
A50460,Ph/ALPHA PHARMA 011,714,5,,85.71428571428572,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Delta Union Agencies,A714
A50461,Ph/Alpha Pharma (2),729,3,,92.3076923076923,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Delta Star Medical Trade,B729
A50462,EL ALPHA PHARMA 04,733,3,,81.08108108108108,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Modern Chain Distributors,A733
A50464,Alpha Pharma675,738,2,,88.88888888888889,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Sinai Bridge Trading,B738
A50465,alpha pharma 04,749,6,,88.88888888888889,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Karnak Medical Trading,B749
A50467,PH silver care,710,3,,82.35294117647058,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Pharm Agencies,C710
A50478,PH CITY CARE SMOUHA Branch 1,750,7,,86.36363636363636,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Pearl Route Agencies,A750
A50481,City Care Smouha Branch 1,760,7,,78.04878048780488,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Two Rivers Distribution,C760
A50482,PH Citty Care Smouha,760,7,,84.44444444444444,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Two Rivers Distribution,C760
A50495,DR MEDHAT SMOUHA Mall,712,5,,78.04878048780488,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,El-Masria Trading Co.,B712
A50505,el zahraa smouha Station St.,706,5,,78.04878048780488,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Nile Med Wholesale,A706
A50507,Ph/EL ZAHRAA SMOUHA,728,1,,78.04878048780488,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Delta Star Medical Trade,A728
A50508,El Zahraa Smouha Mall,728,1,,78.04878048780488,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Delta Star Medical Trade,A728
A50511,PH El Zahraa Smouha 04,740,6,,80.85106382978724,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Green Delta Enterprises,A740
A50512,El Zahraa Smouha,751,6,,78.04878048780488,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Falcon Wholesale Co.,A751
A50515,Ph/El Zahraa Smouha Mall,762,4,,78.04878048780488,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Supreme Shelf Logistics,B762
A50517,PH Green Leaf Mall,725,5,,81.25,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,White Nile Agencies,A725
A50520,PH Green Leaf,770,8,,81.25,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Marina Bay Trade,A770
A50523,el Alpha Pharma Smouha Station St.,714,7,,92.6829268292683,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Delta Union Agencies,A714
A50524,El-Alpha Pharma SSmouha Main Road,714,7,,90.47619047619048,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Delta Union Agencies,A714
A50525,El-alpha pharma smouha br.2,723,5,,92.6829268292683,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Ramses Wholesale Partners,A723
A50526,El-ALPHA PHARMA SMOUHA Branch 2508,723,5,,92.6829268292683,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Ramses Wholesale Partners,A723
A50527,el alpha pharma smouha Branch 2,743,4,,92.6829268292683,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Elite Logistics,A743
A50528,el Alpha Pharma Smouha Branch 2254,743,4,,92.6829268292683,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Elite Logistics,A743
A50529,el Alpha Pharma Smouha Branch 2,749,7,,92.6829268292683,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Karnak Medical Trading,B749
A50530,Alpha Parma Smouha375,764,3,,90.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Saqqara Trade House,B764
A50543,PH Salamtek,711,3,,78.57142857142857,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,El-Masria Trading Co.,A711
A50573,PY/STAR CARE SQUARE 6th Zone,728,2,,82.05128205128204,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Delta Star Medical Trade,A728
A50575,STAR CARE SQUARE Station St.,766,6,,82.05128205128204,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Basil Corner Providers,B766
A50576,Star Care Square 6th Zone,766,6,,82.05128205128204,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Basil Corner Providers,B766
A50579,PH STAR CARE SQUARE Mall,778,4,,90.47619047619048,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Seven Palms Distribution,C778
A50583,PH better life smouha186,744,9,,82.35294117647058,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Elite Logistics,B744
A50587,Ph/better life smouha br.2,777,6,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Seven Palms Distribution,B777
A50610,PH Angel Dokki 6th Zone,763,5,,82.35294117647058,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Saqqara Trade House,A763
A50620,PY/Golden Care Haram Branch 1,708,4,,86.48648648648648,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Pharm Agencies,A708
A50622,PY/Golden Care Haram Main Road,712,6,,86.48648648648648,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,El-Masria Trading Co.,B712
A50623,el golden care haram br.2,719,6,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Lotus Medcare Distribution,A719
A50625,EL Golden Care Haarm 6th Zone,757,6,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Al Wadi Medical Providers,B757
A50626,Ph/Golden Care Haram br.2,757,6,,86.48648648648648,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Al Wadi Medical Providers,B757
A50627,golden care haram-A,775,8,,82.05128205128204,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Corner Stone Medical,A775
A50629,el Golden Care Haram Station St.,779,3,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Iron Gate Wholesale,A779
A50630,GOLDEN CARE HARAM 6th Zone,780,7,,86.48648648648648,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Alex Marine Providers,A780
A50656,PH Dr Medhat Branch 2,737,9,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Sinai Bridge Trading,A737
A50662,PH el shifa zayed,731,4,,85.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Pyramid Health Supplies,B731
A50671,Union Pharm Smouha,739,6,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Sinai Bridge Trading,C739
A50672,union pharm smouha Branch 1,741,5,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Green Delta Enterprises,B741
A50676,El-care 24 seven Station St.,700,4,,89.65517241379311,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Al-Nour Pharmaceutical Distribution,A700
A50677,PY/Care 24 Seven,712,7,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,El-Masria Trading Co.,B712
A50678,El-Care 24 Seven Branch 2,737,10,,89.65517241379311,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Sinai Bridge Trading,A737
A50679,PH care 24 seven,737,10,,89.65517241379311,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Sinai Bridge Trading,A737
A50680,El-Care 24 Seven Main Road,738,3,,89.65517241379311,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Sinai Bridge Trading,B738
A50681,PH Care 24 Seven631,741,6,,81.25,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Green Delta Enterprises,B741
A50682,EL CARE 24 SEVEN 011,764,5,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Saqqara Trade House,B764
A50718,El-ALPHA PHARMA Main Road,704,7,,88.88888888888889,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Blue Crescent Medical Supply Co.,B704
A50719,Alpha Pharma 04,708,5,,88.88888888888889,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Pharm Agencies,A708
A50720,El-ALPHA PHARMA br.2,713,5,,88.88888888888889,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,El-Masria Trading Co.,C713
A50721,PH ALPHA PHARMA 04,738,5,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Sinai Bridge Trading,B738
A50722,EL alpha pharma Branch 2,738,5,,88.88888888888889,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Sinai Bridge Trading,B738
A50723,EL alpha pharma Branch 2,744,11,,88.88888888888889,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Elite Logistics,B744
A50724,el Alpha hParma Branch 1,754,7,,82.35294117647058,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,October Central Supply,A754
A50725,Alpha Pharma,760,9,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Two Rivers Distribution,C760
A50758,PH Silver Care Smouha,751,8,,87.5,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Falcon Wholesale Co.,A751
A50759,Ph/silver care smouha Mall,751,8,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Falcon Wholesale Co.,A751
A50785,PH Health Gate Branch 1,734,7,,82.35294117647058,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Modern Chain Distributors,B734
A50792,EL Alpha Pharma Smmouha (2),717,2,,86.36363636363636,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Cairo Grand Supplies,A717
A50793,PY/alpha pharma smouha 011,717,2,,90.47619047619048,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Cairo Grand Supplies,A717
A50794,EL alpha pharma smouha Main Road,722,6,,92.6829268292683,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Saraya Pharmaceutical Supply,B722
A50795,Ph/ALPHA PHARMA SMOUHA-A,743,6,,95.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Elite Logistics,A743
A50796,PH ALPHA PHARMA SMOUHA432,743,6,,86.36363636363636,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Horus Elite Logistics,A743
A50797,Alpha Pharma Smouha 04,747,6,,92.6829268292683,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Southern Cross Pharma,C747
A50798,el Alpha Pharma Smouha-A,752,8,,88.37209302325581,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Falcon Wholesale Co.,B752
A50799,Alpha hParma Smouha Mall330,752,8,,78.26086956521739,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Falcon Wholesale Co.,B752
A50800,EL alpha pharma smouha-A,760,11,,88.37209302325581,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Two Rivers Distribution,C760
A50801,alpha pharma smouha (2),760,11,,95.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Two Rivers Distribution,C760
A50802,Alpha Pharma Smouha (2),766,11,,95.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Basil Corner Providers,B766
A50803,el Alpha Pharma Smouha-A,766,11,,88.37209302325581,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Basil Corner Providers,B766
A50804,EL alpha pharma smouha Station St.,779,5,,92.6829268292683,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Iron Gate Wholesale,A779
A50805,Ph/Alpha Pharma Smouha Branch 1,779,5,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Iron Gate Wholesale,A779
A50817,PHARMA PLUS SMOUHA Mall,706,11,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Nile Med Wholesale,A706
A50818,PHARMA PLUS SMOUHA Branch 1,711,5,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,El-Masria Trading Co.,A711
A50819,Ph/Pharma Plus Smouha Branch 1,712,9,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,El-Masria Trading Co.,B712
A50820,Ph/Pharma Plus Smoouha,720,9,,97.2972972972973,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Lotus Medcare Distribution,B720
A50821,el PHARMA PLUS SMOUHA 011,720,9,,83.72093023255813,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Lotus Medcare Distribution,B720
A50823,ELL Pharma Plus Smouha Branch 1,732,6,,90.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Pyramid Health Supplies,C732
A50824,Pharma Plus Smouha Branch 2,734,8,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Modern Chain Distributors,B734
A50825,EL pharma plus smouha-A,734,8,,87.8048780487805,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Modern Chain Distributors,B734
A50826,Ph/Pharma Plus Smouha 04,749,10,,92.3076923076923,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Karnak Medical Trading,B749
A50827,el PHARMA PLUS SMOUHA br.226,749,10,,92.3076923076923,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Karnak Medical Trading,B749
A50833,el silver care smouha,746,5,,79.16666666666666,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Southern Cross Pharma,B746
A50835,el silver care smouha,750,9,,79.16666666666666,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Pearl Route Agencies,A750
A50836,Silver Care Smouha 6th Zone,777,7,,80.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Seven Palms Distribution,B777
A50837,el Union Pharm Maadi Main Road,723,7,,91.89189189189189,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Ramses Wholesale Partners,A723
A50838,Union Pharm Maadi Branch 2152,723,7,,100.0,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Ramses Wholesale Partners,A723
A50839,el union pharm maadi (2),733,6,,87.17948717948718,ambiguous_registry_name,AMBIGUOUS,ambiguous_registry_name,Modern Chain Distributors,A733
