source_doc_id,order_date,pharmacy_id,revenue_egp,order_status,source_system,supplier_key,supplier_name,branch_id,doc_type,canonical_name,resolved_area
300134,2024-09-19 08:56:38,2721,1136.4099999999999,paid,APP,APP,Mobile App,,,Life Line Pharmacy - Mohandessin,
300145,2024-10-16 06:49:47,1021,1024.47,paid,APP,APP,Mobile App,,,El Nasr Pharmacy - Marg,
300147,2024-10-09 11:01:57,1022,8109.6900000000005,shipped,APP,APP,Mobile App,,,El Zahraa Pharmacy - Smouha,
300148,2024-10-02 12:44:06,1029,6257.210000000001,paid,APP,APP,Mobile App,,,Al Nozha Pharmacy - Smouha,Smouha
300163,2024-10-28 10:02:15,1135,2648.6400000000003,paid,APP,APP,Mobile App,,,Family Pharmacy,Smouha
300164,2024-10-16 09:07:26,1135,1161.27,paid,APP,APP,Mobile App,,,Family Pharmacy,Smouha
300168,2024-10-14 16:30:55,1174,9281.74,paid,APP,APP,Mobile App,,,Golden Care Pharmacy - Banha,
300170,2024-10-05 13:31:13,1186,3429.83,paid,APP,APP,Mobile App,,,Star Care Pharmacy,Smouha
300172,2024-10-07 12:26:48,1200,9160.5,paid,APP,APP,Mobile App,,,Family Pharmacy,Smouha
300174,2024-10-22 06:11:38,1236,1509.4,paid,APP,APP,Mobile App,,,Dr Medhat Pharmacy,Smouha
300177,2024-10-01 10:49:15,1248,1188.78,paid,APP,APP,Mobile App,,,El Faraby Pharmacy,Smouha
300180,2024-10-08 10:20:07,1256,3761.83,paid,APP,APP,Mobile App,,,Angel Pharmacy,
300194,2024-10-08 09:03:12,1350,6321.0,paid,APP,APP,Mobile App,,,Family Pharmacy - Smouha,Smouha
300199,2024-10-11 08:13:06,1364,1939.15,paid,APP,APP,Mobile App,,,Angel Pharmacy - Smouha,
300203,2024-10-04 08:58:00,1394,6087.84,paid,APP,APP,Mobile App,,,Elite Pharmacy,Smouha
300204,2024-10-10 07:20:30,1394,3045.58,paid,APP,APP,Mobile App,,,Elite Pharmacy,Smouha
300206,2024-10-07 11:26:55,1394,4099.75,paid,APP,APP,Mobile App,,,Elite Pharmacy,Smouha
300207,2024-10-12 12:02:48,1394,4692.21,paid,APP,APP,Mobile App,,,Elite Pharmacy,Smouha
300213,2024-10-02 13:17:52,1420,2334.92,paid,APP,APP,Mobile App,,,El Shifa Pharmacy,
300221,2024-10-24 12:56:18,1551,847.0799999999999,paid,APP,APP,Mobile App,,,El Tourath Pharmacy,
300224,2024-10-27 06:50:50,1562,7292.59,shipped,APP,APP,Mobile App,,,Sunrise Pharmacy - Oct City,Nasr City
300228,2024-10-09 15:29:15,1568,2846.43,shipped,APP,APP,Mobile App,,,Union Pharm,Nasr City
300230,2024-10-14 13:56:06,1575,3937.6499999999996,shipped,APP,APP,Mobile App,,,Hope Pharmacy - Rehab View,
300234,2024-10-09 07:22:35,1576,2155.49,paid,APP,APP,Mobile App,,,Star Care Pharmacy - Rehab View,
300243,2024-10-22 11:17:53,1642,2406.88,paid,APP,APP,Mobile App,,,Nile Care Pharmacy - Agami,Nasr City
300244,2024-10-22 17:51:02,1643,2049.36,paid,APP,APP,Mobile App,,,Silver Care Pharmacy - Square,
300247,2024-10-20 08:40:28,1648,1285.56,shipped,APP,APP,Mobile App,,,Health Gate Pharmacy,Nasr City
300250,2024-10-28 07:39:28,1662,2229.37,paid,APP,APP,Mobile App,,,Union Pharm - Obour,Nasr City
300252,2024-10-22 09:12:35,1669,2457.27,paid,APP,APP,Mobile App,,,City Care Pharmacy - Nasr,Nasr City
300260,2024-10-05 06:59:48,1748,7216.299999999999,paid,APP,APP,Mobile App,,,Sunrise Pharmacy,Nasr City
300261,2024-10-22 11:27:35,1748,2645.1,paid,APP,APP,Mobile App,,,Sunrise Pharmacy,Nasr City
300268,2024-10-16 13:25:15,1791,2937.06,paid,APP,APP,Mobile App,,,Angel Pharmacy - Nasr,
300269,2024-10-07 07:36:51,1795,2007.67,paid,APP,APP,Mobile App,,,Mira Pharmacy - Smouha,
300270,2024-10-05 16:39:58,1822,2045.22,paid,APP,APP,Mobile App,,,Mira Pharmacy - Dokki,Nasr City
300278,2024-10-28 07:24:26,1905,9004.69,paid,APP,APP,Mobile App,,,Sunrise Pharmacy - Faisal,Faisal
300296,2024-10-12 11:50:05,1996,2994.4400000000005,paid,APP,APP,Mobile App,,,Seha First Pharmacy - Faisal,Faisal
300300,2024-10-28 09:07:27,2016,3438.89,shipped,APP,APP,Mobile App,,,El Baraka Pharmacy - Faisal,Faisal
300304,2024-10-18 08:51:30,2025,4584.96,paid,APP,APP,Mobile App,,,Pharma Plus,
300311,2024-10-18 13:37:01,2051,2763.41,paid,APP,APP,Mobile App,,,Care 24 Seven,Faisal
300316,2024-10-09 07:44:02,2091,1749.3500000000001,paid,APP,APP,Mobile App,,,Green Leaf Pharmacy,Faisal
300317,2024-10-14 06:49:06,2107,3635.55,paid,APP,APP,Mobile App,,,Star Care Pharmacy,Faisal
300323,2024-10-12 10:28:53,2121,7842.76,paid,APP,APP,Mobile App,,,Star Care Pharmacy - Nozha,Nasr City
300327,2024-10-18 07:16:36,2131,2459.03,paid,APP,APP,Mobile App,,,Elite Pharmacy - Oct City,
300336,2024-10-27 07:01:32,2175,7012.59,paid,APP,APP,Mobile App,,,El Hokama Pharmacy - Dokki,Faisal
300345,2024-10-02 09:53:05,2293,4068.92,paid,APP,APP,Mobile App,,,Silver Care Pharmacy - Montaza,Faisal
300353,2024-10-21 06:49:12,2370,7310.83,paid,APP,APP,Mobile App,,,Al Nozha Pharmacy,
300359,2024-10-06 10:28:17,2391,13214.58,paid,APP,APP,Mobile App,,,El Tourath Pharmacy,Mohandessin
300365,2024-10-26 07:09:24,2454,5078.74,paid,APP,APP,Mobile App,,,Nile Care Pharmacy - Mohandessin,Mohandessin
300366,2024-10-15 09:25:25,2462,6574.02,paid,APP,APP,Mobile App,,,Dr Medhat Pharmacy,
300367,2024-10-13 09:46:52,2462,1142.99,paid,APP,APP,Mobile App,,,Dr Medhat Pharmacy,
300368,2024-10-21 11:50:32,2462,4014.58,paid,APP,APP,Mobile App,,,Dr Medhat Pharmacy,
300370,2024-10-09 09:17:15,2527,7222.59,paid,APP,APP,Mobile App,,,Ebn Sina Pharmacy,Mohandessin
300380,2024-10-25 09:17:50,2598,4287.35,paid,APP,APP,Mobile App,,,Life Line Pharmacy,Mohandessin
300384,2024-10-10 12:53:08,2611,1526.1000000000001,shipped,APP,APP,Mobile App,,,Sunrise Pharmacy,
300386,2024-10-24 10:17:52,2611,1405.8999999999999,shipped,APP,APP,Mobile App,,,Sunrise Pharmacy,
300410,2024-11-01 06:27:35,1013,3536.94,shipped,APP,APP,Mobile App,,,Metro Pharmacy - Smouha,
300413,2024-11-01 06:27:16,1016,2527.73,paid,APP,APP,Mobile App,,,Al Nozha Pharmacy - Smouha,Smouha
300424,2024-11-07 11:59:33,1035,9823.68,shipped,APP,APP,Mobile App,,,Misr Pharmacy - Smouha,Smouha
300428,2024-11-19 11:44:33,1064,3095.4,shipped,APP,APP,Mobile App,,,Alpha Pharma - Smouha,Smouha
300431,2024-11-21 06:46:31,1084,3841.03,paid,APP,APP,Mobile App,,,Care 24 Seven,
300441,2024-11-05 14:08:49,1141,1946.6399999999999,paid,APP,APP,Mobile App,,,Sunrise Pharmacy - Oct City,Smouha
300442,2024-11-02 11:40:30,1141,1916.3899999999999,paid,APP,APP,Mobile App,,,Sunrise Pharmacy - Oct City,Smouha
300445,2024-11-16 10:25:23,1158,3567.02,paid,APP,APP,Mobile App,,,El Shifa Pharmacy - Zayed,
300446,2024-11-24 08:07:22,1158,5796.86,paid,APP,APP,Mobile App,,,El Shifa Pharmacy - Zayed,
300451,2024-11-04 06:00:05,1181,4869.03,paid,APP,APP,Mobile App,,,Health Gate Pharmacy,Smouha
300452,2024-11-22 06:39:26,1181,3769.5,paid,APP,APP,Mobile App,,,Health Gate Pharmacy,Smouha
300454,2024-11-28 06:33:47,1186,7417.54,paid,APP,APP,Mobile App,,,Star Care Pharmacy,Smouha
300457,2024-11-05 11:19:09,1206,2360.9900000000002,paid,APP,APP,Mobile App,,,El Faraby Pharmacy - Smouha,
300470,2024-11-02 10:35:33,1288,3137.02,paid,APP,APP,Mobile App,,,Nile Care Pharmacy - Dokki,Smouha
300481,2024-11-06 13:44:42,1347,3105.04,paid,APP,APP,Mobile App,,,Blue Wave Pharmacy,Smouha
300485,2024-11-02 11:23:59,1357,6962.89,paid,APP,APP,Mobile App,,,Alpha Pharma - Smouha,
300491,2024-11-03 12:14:03,1394,3401.1,paid,APP,APP,Mobile App,,,Elite Pharmacy,Smouha
300499,2024-11-19 10:38:59,1461,5068.51,paid,APP,APP,Mobile App,,,Angel Pharmacy - Dokki,Nasr City
300509,2024-11-17 06:00:05,1489,2325.49,shipped,APP,APP,Mobile App,,,El Nasr Pharmacy - Maadi,
300511,2024-11-11 12:01:16,1491,1257.27,paid,APP,APP,Mobile App,,,Elite Pharmacy,
300512,2024-11-26 16:40:04,1491,2127.69,paid,APP,APP,Mobile App,,,Elite Pharmacy,
300522,2024-11-22 10:27:14,1538,1543.75,paid,APP,APP,Mobile App,,,El Hokama Pharmacy - Nasr,Nasr City
300530,2024-11-26 06:37:19,1563,3186.07,paid,APP,APP,Mobile App,,,Salamtek Pharmacy - Square,
300532,2024-11-08 09:26:40,1575,3769.58,paid,APP,APP,Mobile App,,,Hope Pharmacy - Rehab View,
300538,2024-11-03 07:35:05,1592,954.71,shipped,APP,APP,Mobile App,,,El Faraby Pharmacy - Nasr,Nasr City
300545,2024-11-03 11:21:13,1598,1295.65,paid,APP,APP,Mobile App,,,Better Life Pharmacy - Nasr,
300549,2024-11-18 13:14:46,1611,1610.3,shipped,APP,APP,Mobile App,,,Nile Care Pharmacy - Helwan,Nasr City
300556,2024-11-10 11:21:50,1633,827.08,paid,APP,APP,Mobile App,,,Silver Care Pharmacy,
300568,2024-11-21 11:34:20,1662,2540.8900000000003,shipped,APP,APP,Mobile App,,,Union Pharm - Obour,Nasr City
300573,2024-11-04 06:51:36,1670,7794.31,paid,APP,APP,Mobile App,,,Misr Pharmacy - Square,Nasr City
300581,2024-11-27 08:40:11,1718,1463.3600000000001,shipped,APP,APP,Mobile App,,,Blue Wave Pharmacy - Banha,Nasr City
300582,2024-11-23 09:20:56,1718,3926.73,paid,APP,APP,Mobile App,,,Blue Wave Pharmacy - Banha,Nasr City
300584,2024-11-14 10:36:37,1725,3593.06,paid,APP,APP,Mobile App,,,Al Amal Pharmacy,Nasr City
300585,2024-11-26 07:00:13,1725,2818.67,paid,APP,APP,Mobile App,,,Al Amal Pharmacy,Nasr City
300590,2024-11-05 13:12:38,1734,1002.94,paid,APP,APP,Mobile App,,,Union Pharm,
300594,2024-11-18 10:03:16,1758,1787.85,paid,APP,APP,Mobile App,,,El Zahraa Pharmacy,Nasr City
300620,2024-11-05 10:59:29,1890,2650.63,paid,APP,APP,Mobile App,,,Metro Pharmacy,
300623,2024-11-02 11:56:25,1911,5759.52,shipped,APP,APP,Mobile App,,,Pharma Plus - Maadi,Faisal
300628,2024-11-10 09:08:09,1941,2630.27,paid,APP,APP,Mobile App,,,Dr Medhat Pharmacy - Faisal,
300644,2024-11-09 08:59:13,2016,4292.01,shipped,APP,APP,Mobile App,,,El Baraka Pharmacy - Faisal,Faisal
300651,2024-11-09 10:46:00,2025,8086.73,paid,APP,APP,Mobile App,,,Pharma Plus,
300658,2024-11-28 06:42:15,2054,3381.68,paid,APP,APP,Mobile App,,,Silver Care Pharmacy,Faisal
300663,2024-11-08 06:47:37,2078,426.79999999999995,shipped,APP,APP,Mobile App,,,El Shifa Pharmacy - Agami,Faisal
300668,2024-11-05 08:48:19,2091,11718.4,paid,APP,APP,Mobile App,,,Green Leaf Pharmacy,Faisal
300676,2024-11-12 14:13:11,2117,2982.59,paid,APP,APP,Mobile App,,,Ebn Sina Pharmacy - Nozha,Faisal
300682,2024-11-19 13:46:18,2132,1220.32,paid,APP,APP,Mobile App,,,Sunrise Pharmacy - Agami,Faisal
300688,2024-11-07 14:39:49,2157,1558.95,shipped,APP,APP,Mobile App,,,Seha First Pharmacy,
300689,2024-11-04 10:09:38,2160,7005.3,paid,APP,APP,Mobile App,,,El Baraka Pharmacy - Faisal,
300691,2024-11-10 06:09:00,2175,5269.14,paid,APP,APP,Mobile App,,,El Hokama Pharmacy - Dokki,Faisal
300699,2024-11-13 06:04:31,2219,1372.33,shipped,APP,APP,Mobile App,,,Hope Pharmacy - Faisal,
300715,2024-11-16 13:59:59,2264,1442.78,shipped,APP,APP,Mobile App,,,Al Nozha Pharmacy,Faisal
300720,2024-11-06 08:27:05,2292,3174.92,paid,APP,APP,Mobile App,,,Golden Care Pharmacy - Faisal,Faisal
300726,2024-11-16 13:45:11,2330,1648.55,shipped,APP,APP,Mobile App,,,El Shifa Pharmacy - Montaza,Faisal
300733,2024-11-05 06:00:47,2359,3222.6899999999996,paid,APP,APP,Mobile App,,,Life Line Pharmacy - Mohandessin,
300736,2024-11-21 13:51:58,2371,1520.76,paid,APP,APP,Mobile App,,,Pharma Plus,
300739,2024-11-09 12:47:41,2381,1193.18,shipped,APP,APP,Mobile App,,,Omega Pharmacy - Rehab View,Mohandessin
300740,2024-11-24 09:52:21,2383,3576.37,shipped,APP,APP,Mobile App,,,Green Leaf Pharmacy - Mohandessin,
300750,2024-11-11 12:12:40,2462,3772.79,shipped,APP,APP,Mobile App,,,Dr Medhat Pharmacy,
300752,2024-11-01 11:24:28,2472,2308.65,paid,APP,APP,Mobile App,,,Family Pharmacy - Oct City,Mohandessin
300754,2024-11-08 13:10:53,2480,4754.59,paid,APP,APP,Mobile App,,,Pharma Plus - Marg,Mohandessin
300758,2024-11-26 06:13:59,2521,4460.1900000000005,paid,APP,APP,Mobile App,,,Dr Medhat Pharmacy - Haram,Mohandessin
300762,2024-11-21 13:38:15,2535,3410.41,paid,APP,APP,Mobile App,,,Ebn Sina Pharmacy,Mohandessin
300773,2024-11-04 11:40:14,2560,1550.1599999999999,shipped,APP,APP,Mobile App,,,Sunrise Pharmacy - Maadi,Mohandessin
300774,2024-11-01 08:22:29,2560,542.46,shipped,APP,APP,Mobile App,,,Sunrise Pharmacy - Maadi,Mohandessin
300784,2024-11-09 06:59:27,2586,3725.31,paid,APP,APP,Mobile App,,,El Baraka Pharmacy,
300790,2024-11-24 07:02:20,2604,2003.4,paid,APP,APP,Mobile App,,,Al Amal Pharmacy - Mohandessin,Mohandessin
300792,2024-11-19 09:05:55,2608,9563.16,paid,APP,APP,Mobile App,,,Hope Pharmacy - Mohandessin,Mohandessin
300797,2024-11-25 10:28:29,2655,2194.92,paid,APP,APP,Mobile App,,,Nile Care Pharmacy - Imbaba,Mohandessin
300801,2024-11-01 09:58:14,2657,551.26,paid,APP,APP,Mobile App,,,Health Gate Pharmacy - Maadi,Mohandessin
300804,2024-11-02 10:49:08,2673,1455.11,shipped,APP,APP,Mobile App,,,Family Pharmacy - Helwan,Mohandessin
300805,2024-11-21 12:41:54,2673,2217.05,paid,APP,APP,Mobile App,,,Family Pharmacy - Helwan,Mohandessin
300809,2024-11-13 10:51:21,2707,1311.93,shipped,APP,APP,Mobile App,,,Star Care Pharmacy - Helwan,
300814,2024-11-28 07:23:41,2726,3120.51,paid,APP,APP,Mobile App,,,Better Life Pharmacy - Agami,Mohandessin
300821,2024-11-07 12:29:45,2757,382.34000000000003,shipped,APP,APP,Mobile App,,,Blue Wave Pharmacy - Mohandessin,Mohandessin
300823,2024-11-12 11:43:22,2760,2172.84,paid,APP,APP,Mobile App,,,Ebn Sina Pharmacy - Square,
300824,2024-11-15 12:05:10,2760,1594.97,shipped,APP,APP,Mobile App,,,Ebn Sina Pharmacy - Square,
300827,2024-11-03 06:05:58,2772,2377.62,paid,APP,APP,Mobile App,,,Omega Pharmacy - Mohandessin,Mohandessin
300828,2024-11-11 12:43:01,2772,4797.85,shipped,APP,APP,Mobile App,,,Omega Pharmacy - Mohandessin,Mohandessin
300829,2024-11-02 13:18:48,2772,1601.8600000000001,paid,APP,APP,Mobile App,,,Omega Pharmacy - Mohandessin,Mohandessin
300830,2024-11-07 17:12:23,2780,4212.06,paid,APP,APP,Mobile App,,,Misr Pharmacy - Mohandessin,
300834,2024-11-25 14:52:00,2792,4309.09,shipped,APP,APP,Mobile App,,,Salamtek Pharmacy - Mohandessin,
300836,2024-12-01 06:52:55,1002,2319.2599999999998,paid,APP,APP,Mobile App,,,Silver Care Pharmacy - Marg,Smouha
300838,2024-12-24 09:28:58,1003,4004.54,paid,APP,APP,Mobile App,,,El Nasr Pharmacy - Obour,
300849,2024-12-08 10:17:10,1039,3021.87,paid,APP,APP,Mobile App,,,Life Line Pharmacy - Helwan,Smouha
300854,2024-12-20 11:28:51,1048,4456.28,paid,APP,APP,Mobile App,,,Health Gate Pharmacy - Smouha,
300856,2024-12-08 12:38:04,1049,2961.2400000000002,paid,APP,APP,Mobile App,,,Metro Pharmacy - Oct City,
300859,2024-12-18 10:50:55,1049,4707.67,paid,APP,APP,Mobile App,,,Metro Pharmacy - Oct City,
300881,2024-12-02 12:03:45,1116,2915.3,paid,APP,APP,Mobile App,,,El Shifa Pharmacy - Dokki,Smouha
300896,2024-12-27 10:16:55,1137,3094.09,shipped,APP,APP,Mobile App,,,Ebn Sina Pharmacy - Faisal,
300910,2024-12-20 11:39:22,1162,3123.5299999999997,paid,APP,APP,Mobile App,,,Blue Wave Pharmacy,Smouha
300911,2024-12-12 12:28:51,1164,4100.07,paid,APP,APP,Mobile App,,,Omega Pharmacy,
300912,2024-12-08 10:19:42,1164,1435.88,paid,APP,APP,Mobile App,,,Omega Pharmacy,
300922,2024-12-25 06:25:08,1183,5011.29,paid,APP,APP,Mobile App,,,Mira Pharmacy - Marg,
300939,2024-12-16 09:22:15,1233,1142.53,paid,APP,APP,Mobile App,,,Angel Pharmacy,Smouha
300942,2024-12-23 17:11:26,1250,7327.69,paid,APP,APP,Mobile App,,,El Nasr Pharmacy - Oct City,Smouha
300943,2024-12-07 15:56:21,1250,4557.01,shipped,APP,APP,Mobile App,,,El Nasr Pharmacy - Oct City,Smouha
300949,2024-12-16 08:38:32,1266,3099.4900000000002,paid,APP,APP,Mobile App,,,Nile Care Pharmacy,Smouha
300953,2024-12-26 09:37:36,1288,1532.98,shipped,APP,APP,Mobile App,,,Nile Care Pharmacy - Dokki,Smouha
300961,2024-12-16 11:12:15,1320,4871.8,paid,APP,APP,Mobile App,,,Misr Pharmacy - Helwan,Smouha
300963,2024-12-08 07:57:06,1326,3049.84,shipped,APP,APP,Mobile App,,,Life Line Pharmacy - Smouha,
300965,2024-12-04 08:23:16,1326,5464.28,paid,APP,APP,Mobile App,,,Life Line Pharmacy - Smouha,
300969,2024-12-07 08:24:01,1332,1274.49,paid,APP,APP,Mobile App,,,Star Care Pharmacy - Oct City,
300978,2024-12-07 07:40:25,1348,2080.64,paid,APP,APP,Mobile App,,,Alpha Pharma - Square,
300979,2024-12-05 08:50:48,1350,1584.98,paid,APP,APP,Mobile App,,,Family Pharmacy - Smouha,Smouha
300989,2024-12-03 13:56:27,1382,201.54000000000002,paid,APP,APP,Mobile App,,,Sunrise Pharmacy - Smouha,Smouha
300994,2024-12-13 13:11:26,1389,7211.21,paid,APP,APP,Mobile App,,,Misr Pharmacy - Smouha,Smouha
301001,2024-12-01 06:35:13,1406,2584.31,paid,APP,APP,Mobile App,,,El Hokama Pharmacy - Imbaba,Smouha
301002,2024-12-28 07:01:44,1411,3894.2799999999997,paid,APP,APP,Mobile App,,,Al Nozha Pharmacy - Smouha,Smouha
301004,2024-12-19 10:10:03,1418,8586.84,paid,APP,APP,Mobile App,,,Care 24 Seven,
301017,2024-12-13 06:38:05,1460,5562.72,paid,APP,APP,Mobile App,,,Angel Pharmacy - Montaza,Nasr City
301020,2024-12-14 06:52:18,1471,8487.66,shipped,APP,APP,Mobile App,,,El Baraka Pharmacy - Nasr,
301021,2024-12-22 06:10:03,1482,3023.61,paid,APP,APP,Mobile App,,,Misr Pharmacy - Nasr,Nasr City
301032,2024-12-22 07:00:25,1551,4890.93,paid,APP,APP,Mobile App,,,El Tourath Pharmacy,
301044,2024-12-25 15:04:08,1572,4522.99,shipped,APP,APP,Mobile App,,,El Hokama Pharmacy - Agami,
301047,2024-12-17 06:11:47,1576,4629.0,paid,APP,APP,Mobile App,,,Star Care Pharmacy - Rehab View,
301050,2024-12-08 12:34:51,1581,1662.4,paid,APP,APP,Mobile App,,,El Nasr Pharmacy - Oct City,Nasr City
301058,2024-12-04 09:22:04,1596,3289.64,shipped,APP,APP,Mobile App,,,Al Amal Pharmacy,
301061,2024-12-15 09:54:12,1598,4325.5,shipped,APP,APP,Mobile App,,,Better Life Pharmacy - Nasr,
301066,2024-12-13 06:35:52,1613,1675.08,paid,APP,APP,Mobile App,,,Star Care Pharmacy - Faisal,Nasr City
301069,2024-12-15 06:05:16,1623,13225.24,paid,APP,APP,Mobile App,,,Golden Care Pharmacy - Oct City,Nasr City
301075,2024-12-27 10:24:27,1635,4174.360000000001,paid,APP,APP,Mobile App,,,Al Amal Pharmacy,Nasr City
301077,2024-12-03 08:36:23,1643,3270.72,paid,APP,APP,Mobile App,,,Silver Care Pharmacy - Square,
301079,2024-12-15 12:26:13,1650,1435.73,shipped,APP,APP,Mobile App,,,Angel Pharmacy - Nasr,Nasr City
301081,2024-12-15 09:15:53,1650,3262.41,paid,APP,APP,Mobile App,,,Angel Pharmacy - Nasr,Nasr City
301084,2024-12-21 12:38:35,1669,3963.5199999999995,paid,APP,APP,Mobile App,,,City Care Pharmacy - Nasr,Nasr City
301085,2024-12-27 06:07:25,1669,3453.89,paid,APP,APP,Mobile App,,,City Care Pharmacy - Nasr,Nasr City
301099,2024-12-25 07:31:30,1705,1903.1,paid,APP,APP,Mobile App,,,Health Gate Pharmacy - Agami,Nasr City
301102,2024-12-26 07:49:22,1709,1599.71,paid,APP,APP,Mobile App,,,Sunrise Pharmacy,
301106,2024-12-18 06:06:06,1718,1501.6100000000001,paid,APP,APP,Mobile App,,,Blue Wave Pharmacy - Banha,Nasr City
301123,2024-12-02 10:07:34,1780,9516.18,paid,APP,APP,Mobile App,,,Star Care Pharmacy - Faisal,
301132,2024-12-07 09:47:00,1797,863.9200000000001,paid,APP,APP,Mobile App,,,Seha First Pharmacy - Marg,Nasr City
301148,2024-12-17 06:08:05,1866,2086.4900000000002,paid,APP,APP,Mobile App,,,Elite Pharmacy,Nasr City
301155,2024-12-24 07:43:54,1908,3569.15,paid,APP,APP,Mobile App,,,Family Pharmacy - Faisal,
301164,2024-12-06 08:01:18,1931,2937.15,paid,APP,APP,Mobile App,,,Silver Care Pharmacy - Helwan,Mohandessin
301167,2024-12-03 10:15:25,1935,6359.65,paid,APP,APP,Mobile App,,,Ebn Sina Pharmacy - Faisal,Faisal
301174,2024-12-25 07:50:04,1942,8863.71,paid,APP,APP,Mobile App,,,El Hokama Pharmacy - Smouha,Faisal
301175,2024-12-21 09:23:43,1948,3806.4,paid,APP,APP,Mobile App,,,Pharma Plus - Zayed,
301190,2024-12-05 14:13:24,1990,5615.8,paid,APP,APP,Mobile App,,,El Faraby Pharmacy,
301191,2024-12-20 15:53:44,1992,4736.04,paid,APP,APP,Mobile App,,,Life Line Pharmacy - Faisal,
301192,2024-12-06 09:58:40,1996,6981.52,paid,APP,APP,Mobile App,,,Seha First Pharmacy - Faisal,Faisal
301194,2024-12-21 10:03:58,1996,1954.0900000000001,paid,APP,APP,Mobile App,,,Seha First Pharmacy - Faisal,Faisal
301199,2024-12-14 13:48:37,2007,1797.96,paid,APP,APP,Mobile App,,,Al Nozha Pharmacy - Faisal,
301204,2024-12-15 14:11:06,2023,7494.08,paid,APP,APP,Mobile App,,,El Zahraa Pharmacy,Faisal
301209,2024-12-24 14:59:27,2034,1964.84,shipped,APP,APP,Mobile App,,,Family Pharmacy - Nozha,
301211,2024-12-13 06:09:04,2040,1421.37,paid,APP,APP,Mobile App,,,El Baraka Pharmacy - Faisal,Faisal
301216,2024-12-17 13:28:14,2049,5934.75,shipped,APP,APP,Mobile App,,,Nile Care Pharmacy,Faisal
301218,2024-12-25 07:39:05,2054,3046.9700000000003,paid,APP,APP,Mobile App,,,Silver Care Pharmacy,Faisal
301242,2024-12-09 14:55:05,2131,2587.96,paid,APP,APP,Mobile App,,,Elite Pharmacy - Oct City,
301245,2024-12-06 12:38:29,2134,4327.389999999999,paid,APP,APP,Mobile App,,,Seha First Pharmacy - Faisal,Faisal
301253,2024-12-19 12:16:28,2157,4851.58,shipped,APP,APP,Mobile App,,,Seha First Pharmacy,
301260,2024-12-17 06:59:40,2175,1851.16,shipped,APP,APP,Mobile App,,,El Hokama Pharmacy - Dokki,Faisal
301261,2024-12-25 08:00:37,2175,5961.55,paid,APP,APP,Mobile App,,,El Hokama Pharmacy - Dokki,Faisal
301266,2024-12-25 10:34:00,2192,2047.26,shipped,APP,APP,Mobile App,,,Union Pharm,
301267,2024-12-09 07:36:06,2196,5021.97,paid,APP,APP,Mobile App,,,El Zahraa Pharmacy - Nozha,
