pharmacy_id,registry_name,governorate,area,canonical_name,registry_area,resolved_area,area_source,area_confidence,vote_breakdown,area_conflict,evidence_count,conflicting_area_count
1050,Al Amal Pharmacy,Alexandria,Smouha,Al Amal Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1051,El Shifa Pharmacy - Smouha,Alexandria,Smouha,El Shifa Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1052,Green Leaf Pharmacy,,,Green Leaf Pharmacy,,,,,{},False,0,0
1053,Mira Pharmacy - Smouha,Alexandria,Smouha,Mira Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1054,Silver Care Pharmacy - Obour,Alexandria,Smouha,Silver Care Pharmacy - Obour,Smouha,Smouha,registry,high,"{'Smouha': {'erp_header_area': 3, 'erp_account_address': 2, 'erp_ship_to_address': 6}}",False,8,0
1055,Al Amal Pharmacy,Alexandria,Smouha,Al Amal Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1056,Alpha Pharma,,,Alpha Pharma,,,,,{},False,0,0
1057,Silver Care Pharmacy,,,Silver Care Pharmacy,,,,,{},False,0,0
1058,City Care Pharmacy - Smouha,Alexandria,Smouha,City Care Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1059,Misr Pharmacy,Alexandria,Smouha,Misr Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1060,Dr Medhat Pharmacy - Smouha,Alexandria,Smouha,Dr Medhat Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1061,Green Leaf Pharmacy,Alexandria,Smouha,Green Leaf Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1062,El Zahraa Pharmacy - Smouha,,,El Zahraa Pharmacy - Smouha,,,,,{},False,0,0
1063,Green Leaf Pharmacy,,,Green Leaf Pharmacy,,,,,{},False,0,0
1064,Alpha Pharma - Smouha,Alexandria,Smouha,Alpha Pharma - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1065,El Hokama Pharmacy - Haram,Alexandria,Smouha,El Hokama Pharmacy - Haram,Smouha,Smouha,registry_conflict,conflict,"{'Smouha': {'erp_account_address': 14, 'erp_ship_to_address': 32}, 'Mohandessin': {'erp_header_area': 3}, 'Faisal': {'erp_ship_to_address': 1}}",True,41,2
1066,Sunrise Pharmacy - Nozha,,,Sunrise Pharmacy - Nozha,,,,,{},False,0,0
1067,Salamtek Pharmacy,,,Salamtek Pharmacy,,,,,{},False,0,0
1068,Better Life Pharmacy,,,Better Life Pharmacy,,,,,{},False,0,0
1069,Ebn Sina Pharmacy - Rehab View,,,Ebn Sina Pharmacy - Rehab View,,Smouha,invoice_evidence,medium,{'erp_ship_to_address': 2},False,2,0
1070,Star Care Pharmacy - Square,,,Star Care Pharmacy - Square,,,,,{},False,0,0
1071,Better Life Pharmacy - Smouha,Alexandria,Smouha,Better Life Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1072,Nile Care Pharmacy - Helwan,,,Nile Care Pharmacy - Helwan,,,,,{},False,0,0
1073,Hope Pharmacy - Obour,Alexandria,Smouha,Hope Pharmacy - Obour,Smouha,Smouha,registry,high,{},False,0,0
1074,Golden Care Pharmacy,,,Golden Care Pharmacy,,,,,{},False,0,0
1075,Angel Pharmacy - Dokki,Alexandria,Smouha,Angel Pharmacy - Dokki,Smouha,Smouha,registry,high,{},False,0,0
1076,Salamtek Pharmacy,,,Salamtek Pharmacy,,,,,{},False,0,0
1077,Golden Care Pharmacy - Haram,,,Golden Care Pharmacy - Haram,,,,,{},False,0,0
1078,Salamtek Pharmacy - Imbaba,Alexandria,Smouha,Salamtek Pharmacy - Imbaba,Smouha,Smouha,registry,high,{},False,0,0
1079,Blue Wave Pharmacy - Rehab View,,,Blue Wave Pharmacy - Rehab View,,Smouha,invoice_evidence,high,"{'erp_account_address': 12, 'erp_header_area': 3, 'erp_ship_to_address': 61}",True,71,3
1080,Nile Care Pharmacy,Alexandria,Smouha,Nile Care Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1081,Dr Medhat Pharmacy,,,Dr Medhat Pharmacy,,,,,{},False,0,0
1082,El Shifa Pharmacy - Zayed,Alexandria,Smouha,El Shifa Pharmacy - Zayed,Smouha,Smouha,registry,high,{},False,0,0
1083,Union Pharm - Smouha,Alexandria,Smouha,Union Pharm - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1084,Care 24 Seven,,,Care 24 Seven,,,,,{},False,0,0
1085,El Tourath Pharmacy,,,El Tourath Pharmacy,,,,,{},False,0,0
1086,El Shifa Pharmacy,,,El Shifa Pharmacy,,,,,{},False,0,0
1087,Elite Pharmacy - Smouha,,,Elite Pharmacy - Smouha,,,,,{},False,0,0
1088,Alpha Pharma,Alexandria,Smouha,Alpha Pharma,Smouha,Smouha,registry,high,{},False,0,0
1089,City Care Pharmacy - Square,Alexandria,Smouha,City Care Pharmacy - Square,Smouha,Smouha,registry,high,"{'Smouha': {'erp_account_address': 2, 'erp_ship_to_address': 10}}",False,11,0
1090,El Faraby Pharmacy,,,El Faraby Pharmacy,,,,,{},False,0,0
1091,Metro Pharmacy - Smouha,,,Metro Pharmacy - Smouha,,,,,{},False,0,0
1092,Al Amal Pharmacy,Alexandria,Smouha,Al Amal Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1093,Silver Care Pharmacy - Smouha,Alexandria,Smouha,Silver Care Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1094,El Shifa Pharmacy,,,El Shifa Pharmacy,,,,,{},False,0,0
1095,Care 24 Seven - Helwan,Alexandria,Smouha,Care 24 Seven - Helwan,Smouha,Smouha,registry_conflict,conflict,"{'Smouha': {'erp_account_address': 18, 'erp_ship_to_address': 64}, 'Mohandessin': {'erp_ship_to_address': 10}}",True,83,1
1096,Nile Care Pharmacy,,,Nile Care Pharmacy,,,,,{},False,0,0
1097,Health Gate Pharmacy,Alexandria,Smouha,Health Gate Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1098,Alpha Pharma - Smouha,,,Alpha Pharma - Smouha,,,,,{},False,0,0
1099,Family Pharmacy - Dokki,Alexandria,Smouha,Family Pharmacy - Dokki,Smouha,Smouha,registry,high,{},False,0,0
1100,Pharma Plus - Smouha,Alexandria,Smouha,Pharma Plus - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1101,Sunrise Pharmacy - Helwan,Alexandria,Smouha,Sunrise Pharmacy - Helwan,Smouha,Smouha,registry,high,{},False,0,0
1102,Silver Care Pharmacy - Smouha,Alexandria,Smouha,Silver Care Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1103,Union Pharm - Maadi,Alexandria,Smouha,Union Pharm - Maadi,Smouha,Smouha,registry,high,{},False,0,0
1104,Better Life Pharmacy,,,Better Life Pharmacy,,,,,{},False,0,0
1105,Blue Wave Pharmacy,,,Blue Wave Pharmacy,,,,,{},False,0,0
1106,Care 24 Seven,,,Care 24 Seven,,,,,{},False,0,0
1107,El Zahraa Pharmacy,,,El Zahraa Pharmacy,,,,,{},False,0,0
1108,Dr Medhat Pharmacy - Montaza,Alexandria,Smouha,Dr Medhat Pharmacy - Montaza,Smouha,Smouha,registry,high,{},False,0,0
1109,El Shifa Pharmacy,,,El Shifa Pharmacy,,,,,{},False,0,0
1110,Salamtek Pharmacy,Alexandria,Smouha,Salamtek Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1111,Life Line Pharmacy - Smouha,,,Life Line Pharmacy - Smouha,,,,,{},False,0,0
1112,Al Amal Pharmacy,,,Al Amal Pharmacy,,,,,{},False,0,0
1113,Blue Wave Pharmacy - Montaza,Alexandria,Smouha,Blue Wave Pharmacy - Montaza,Smouha,Smouha,registry,high,"{'Smouha': {'erp_account_address': 6, 'erp_ship_to_address': 29}}",False,32,0
1114,Care 24 Seven - Dokki,Alexandria,Smouha,Care 24 Seven - Dokki,Smouha,Smouha,registry_conflict,conflict,"{'Smouha': {'erp_account_address': 6, 'erp_header_area': 6, 'erp_ship_to_address': 35}, 'Nasr City': {'erp_header_area': 3}, 'Faisal': {'erp_ship_to_address': 1}}",True,42,2
1115,Mira Pharmacy,Alexandria,Smouha,Mira Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1116,El Shifa Pharmacy - Dokki,Alexandria,Smouha,El Shifa Pharmacy - Dokki,Smouha,Smouha,registry,high,{},False,0,0
1117,Life Line Pharmacy - Smouha,,,Life Line Pharmacy - Smouha,,,,,{},False,0,0
1118,El Zahraa Pharmacy - Imbaba,,,El Zahraa Pharmacy - Imbaba,,,,,{},False,0,0
1119,Life Line Pharmacy - Smouha,,,Life Line Pharmacy - Smouha,,,,,{},False,0,0
1120,Union Pharm - Rehab View,Alexandria,Smouha,Union Pharm - Rehab View,Smouha,Smouha,registry_conflict,conflict,"{'Smouha': {'erp_account_address': 10, 'erp_ship_to_address': 31}, 'Faisal': {'erp_ship_to_address': 1}}",True,37,1
1121,Blue Wave Pharmacy,Alexandria,Smouha,Blue Wave Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1122,Life Line Pharmacy - Rehab View,Alexandria,Smouha,Life Line Pharmacy - Rehab View,Smouha,Smouha,registry_conflict,conflict,{'Mohandessin': {'erp_ship_to_address': 12}},True,12,1
1123,Alpha Pharma - Square,Alexandria,Smouha,Alpha Pharma - Square,Smouha,Smouha,registry_conflict,conflict,"{'Faisal': {'erp_header_area': 3, 'erp_ship_to_address': 4}, 'Smouha': {'erp_account_address': 2, 'erp_ship_to_address': 18}}",True,24,1
1124,El Shifa Pharmacy - Square,,,El Shifa Pharmacy - Square,,,,,{},False,0,0
1125,El Faraby Pharmacy - Smouha,,,El Faraby Pharmacy - Smouha,,,,,{},False,0,0
1126,Metro Pharmacy - Smouha,,,Metro Pharmacy - Smouha,,,,,{},False,0,0
1127,El Tourath Pharmacy,,,El Tourath Pharmacy,,,,,{},False,0,0
1128,Al Nozha Pharmacy - Helwan,,,Al Nozha Pharmacy - Helwan,,Smouha,invoice_evidence,high,"{'erp_account_address': 2, 'erp_ship_to_address': 5}",False,6,0
1129,Pharma Plus,Alexandria,Smouha,Pharma Plus,Smouha,Smouha,registry,high,{},False,0,0
1130,El Baraka Pharmacy - Smouha,,,El Baraka Pharmacy - Smouha,,,,,{},False,0,0
1131,Al Amal Pharmacy,,,Al Amal Pharmacy,,,,,{},False,0,0
1132,Star Care Pharmacy,,,Star Care Pharmacy,,,,,{},False,0,0
1133,Health Gate Pharmacy - Smouha,,,Health Gate Pharmacy - Smouha,,,,,{},False,0,0
1134,Mira Pharmacy,,,Mira Pharmacy,,,,,{},False,0,0
1135,Family Pharmacy,Alexandria,Smouha,Family Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1136,Al Nozha Pharmacy,,,Al Nozha Pharmacy,,,,,{},False,0,0
1137,Ebn Sina Pharmacy - Faisal,,,Ebn Sina Pharmacy - Faisal,,,,,{},False,0,0
1138,Health Gate Pharmacy,Alexandria,Smouha,Health Gate Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1139,Omega Pharmacy - Square,Alexandria,Smouha,Omega Pharmacy - Square,Smouha,Smouha,registry,high,{},False,0,0
1140,Better Life Pharmacy - Smouha,Alexandria,Smouha,Better Life Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1141,Sunrise Pharmacy - Oct City,Alexandria,Smouha,Sunrise Pharmacy - Oct City,Smouha,Smouha,registry,high,{},False,0,0
1142,Blue Wave Pharmacy,Alexandria,Smouha,Blue Wave Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1143,Misr Pharmacy - Montaza,,,Misr Pharmacy - Montaza,,Smouha,invoice_evidence,high,"{'erp_account_address': 2, 'erp_ship_to_address': 5}",False,6,0
1144,Blue Wave Pharmacy - Smouha,Alexandria,Smouha,Blue Wave Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1145,Green Leaf Pharmacy - Smouha,Alexandria,Smouha,Green Leaf Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1146,El Zahraa Pharmacy - Smouha,,,El Zahraa Pharmacy - Smouha,,,,,{},False,0,0
1147,Seha First Pharmacy - Smouha,,,Seha First Pharmacy - Smouha,,,,,{},False,0,0
1148,El Baraka Pharmacy - Helwan,,,El Baraka Pharmacy - Helwan,,,,,{},False,0,0
1149,Better Life Pharmacy - Smouha,Alexandria,Smouha,Better Life Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1150,Star Care Pharmacy,Alexandria,Smouha,Star Care Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1151,El Baraka Pharmacy - Helwan,,,El Baraka Pharmacy - Helwan,,,,,{},False,0,0
1152,Ebn Sina Pharmacy - Smouha,,,Ebn Sina Pharmacy - Smouha,,,,,{},False,0,0
1153,Mira Pharmacy - Dokki,Alexandria,Smouha,Mira Pharmacy - Dokki,Smouha,Smouha,registry,high,{},False,0,0
1154,Pharma Plus - Smouha,Alexandria,Smouha,Pharma Plus - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1155,Pharma Plus,Alexandria,Smouha,Pharma Plus,Smouha,Smouha,registry,high,{},False,0,0
1156,Better Life Pharmacy,,,Better Life Pharmacy,,,,,{},False,0,0
1157,Union Pharm,,,Union Pharm,,,,,{},False,0,0
1158,El Shifa Pharmacy - Zayed,,,El Shifa Pharmacy - Zayed,,,,,{},False,0,0
1159,El Hokama Pharmacy,Alexandria,Smouha,El Hokama Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1160,El Hokama Pharmacy - Smouha,Alexandria,Smouha,El Hokama Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1161,El Tourath Pharmacy - Smouha,Alexandria,Smouha,El Tourath Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1162,Blue Wave Pharmacy,Alexandria,Smouha,Blue Wave Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1163,Care 24 Seven,Alexandria,Smouha,Care 24 Seven,Smouha,Smouha,registry,high,{},False,0,0
1164,Omega Pharmacy,,,Omega Pharmacy,,,,,{},False,0,0
1165,Family Pharmacy,,,Family Pharmacy,,,,,{},False,0,0
1166,Pharma Plus - Helwan,Alexandria,Smouha,Pharma Plus - Helwan,Smouha,Smouha,registry,high,"{'Smouha': {'erp_account_address': 2, 'erp_ship_to_address': 24}}",False,25,0
1167,Misr Pharmacy - Faisal,,,Misr Pharmacy - Faisal,,,,,{},False,0,0
1168,Blue Wave Pharmacy,Alexandria,Smouha,Blue Wave Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1169,El Shifa Pharmacy - Montaza,Alexandria,Smouha,El Shifa Pharmacy - Montaza,Smouha,Smouha,registry_conflict,conflict,"{'Smouha': {'erp_account_address': 2, 'erp_ship_to_address': 3}, 'Faisal': {'erp_ship_to_address': 1}, 'Mohandessin': {'erp_ship_to_address': 5}}",True,10,2
1170,Al Amal Pharmacy - Smouha,Alexandria,Smouha,Al Amal Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1171,Life Line Pharmacy - Agami,,,Life Line Pharmacy - Agami,,,,,{},False,0,0
1172,Metro Pharmacy,,,Metro Pharmacy,,,,,{},False,0,0
1173,Blue Wave Pharmacy - Maadi,Alexandria,Smouha,Blue Wave Pharmacy - Maadi,Smouha,Smouha,registry,high,{},False,0,0
1174,Golden Care Pharmacy - Banha,,,Golden Care Pharmacy - Banha,,,,,{},False,0,0
1175,Star Care Pharmacy - Smouha,,,Star Care Pharmacy - Smouha,,,,,{},False,0,0
1176,City Care Pharmacy - Smouha,Alexandria,Smouha,City Care Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1177,Metro Pharmacy,,,Metro Pharmacy,,,,,{},False,0,0
1178,El Nasr Pharmacy - Banha,Alexandria,Smouha,El Nasr Pharmacy - Banha,Smouha,Smouha,registry,high,{},False,0,0
1179,Alpha Pharma,Alexandria,Smouha,Alpha Pharma,Smouha,Smouha,registry,high,{},False,0,0
1180,Life Line Pharmacy,,,Life Line Pharmacy,,,,,{},False,0,0
1181,Health Gate Pharmacy,Alexandria,Smouha,Health Gate Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1182,Blue Wave Pharmacy,Alexandria,Smouha,Blue Wave Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1183,Mira Pharmacy - Marg,,,Mira Pharmacy - Marg,,,,,{},False,0,0
1184,Golden Care Pharmacy - Shubra,,,Golden Care Pharmacy - Shubra,,,,,{},False,0,0
1185,Mira Pharmacy - Dokki,,,Mira Pharmacy - Dokki,,,,,{},False,0,0
1186,Star Care Pharmacy,Alexandria,Smouha,Star Care Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1187,Pharma Plus - Nozha,Alexandria,Smouha,Pharma Plus - Nozha,Smouha,Smouha,registry_conflict,conflict,"{'Smouha': {'erp_account_address': 2, 'erp_ship_to_address': 20}, 'Faisal': {'erp_ship_to_address': 1}}",True,22,1
1188,El Baraka Pharmacy,Alexandria,Smouha,El Baraka Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1189,Mira Pharmacy - Smouha,,,Mira Pharmacy - Smouha,,,,,{},False,0,0
1190,El Shifa Pharmacy,,,El Shifa Pharmacy,,,,,{},False,0,0
1191,Silver Care Pharmacy,Alexandria,Smouha,Silver Care Pharmacy,Smouha,Smouha,registry_conflict,conflict,"{'Faisal': {'erp_account_address': 6, 'erp_ship_to_address': 14}, 'Mohandessin': {'erp_header_area': 6, 'erp_account_address': 12, 'erp_ship_to_address': 48}, 'Nasr City': {'erp_header_area': 6, 'erp_account_address': 2, 'erp_ship_to_address': 5}, 'Smouha': {'erp_account_address': 2, 'erp_header_area': 3, 'erp_ship_to_address': 7}}",True,90,3
1192,Golden Care Pharmacy - Smouha,Alexandria,Smouha,Golden Care Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1193,El Faraby Pharmacy - Smouha,Alexandria,Smouha,El Faraby Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1194,Misr Pharmacy - Helwan,Alexandria,Smouha,Misr Pharmacy - Helwan,Smouha,Smouha,registry,high,{},False,0,0
1195,Misr Pharmacy,,,Misr Pharmacy,,,,,{},False,0,0
1196,El Zahraa Pharmacy - Agami,,,El Zahraa Pharmacy - Agami,,,,,{},False,0,0
1197,Al Amal Pharmacy - Obour,Alexandria,Smouha,Al Amal Pharmacy - Obour,Smouha,Smouha,registry,high,{},False,0,0
1198,Green Leaf Pharmacy - Smouha,,,Green Leaf Pharmacy - Smouha,,,,,{},False,0,0
1199,El Tourath Pharmacy,,,El Tourath Pharmacy,,,,,{},False,0,0
1200,Family Pharmacy,Alexandria,Smouha,Family Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1201,Salamtek Pharmacy,,,Salamtek Pharmacy,,,,,{},False,0,0
1202,Alpha Pharma,Alexandria,Smouha,Alpha Pharma,Smouha,Smouha,registry,high,{},False,0,0
1203,El Hokama Pharmacy - Smouha,Alexandria,Smouha,El Hokama Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1204,Dr Medhat Pharmacy - Faisal,,,Dr Medhat Pharmacy - Faisal,,,,,{},False,0,0
1205,Union Pharm,,,Union Pharm,,,,,{},False,0,0
1206,El Faraby Pharmacy - Smouha,,,El Faraby Pharmacy - Smouha,,,,,{},False,0,0
1207,Ebn Sina Pharmacy - Smouha,Alexandria,Smouha,Ebn Sina Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1208,Elite Pharmacy,Alexandria,Smouha,Elite Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1209,Misr Pharmacy,,,Misr Pharmacy,,,,,{},False,0,0
1210,Life Line Pharmacy - Smouha,Alexandria,Smouha,Life Line Pharmacy - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1211,Golden Care Pharmacy,,,Golden Care Pharmacy,,,,,{},False,0,0
1212,Al Amal Pharmacy - Shubra,,,Al Amal Pharmacy - Shubra,,,,,{},False,0,0
1213,Nile Care Pharmacy - Smouha,,,Nile Care Pharmacy - Smouha,,,,,{},False,0,0
1214,Star Care Pharmacy - Maadi,,,Star Care Pharmacy - Maadi,,,,,{},False,0,0
1215,Union Pharm - Smouha,Alexandria,Smouha,Union Pharm - Smouha,Smouha,Smouha,registry,high,{},False,0,0
1216,Hope Pharmacy,Alexandria,Smouha,Hope Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1217,Al Nozha Pharmacy,Alexandria,Smouha,Al Nozha Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
1218,Green Leaf Pharmacy - Shubra,,,Green Leaf Pharmacy - Shubra,,Smouha,invoice_evidence,high,"{'erp_account_address': 6, 'erp_ship_to_address': 12}",True,17,2
1219,Union Pharm - Imbaba,Alexandria,Smouha,Union Pharm - Imbaba,Smouha,Smouha,registry_conflict,conflict,"{'Mohandessin': {'erp_header_area': 3}, 'Nasr City': {'erp_account_address': 6, 'erp_ship_to_address': 32}, 'Smouha': {'erp_header_area': 3}}",True,37,2
1220,El Baraka Pharmacy - Faisal,Alexandria,Smouha,El Baraka Pharmacy - Faisal,Smouha,Smouha,registry_conflict,conflict,"{'Faisal': {'erp_account_address': 12, 'erp_header_area': 6, 'erp_ship_to_address': 49}, 'Nasr City': {'erp_header_area': 3, 'erp_account_address': 6, 'erp_ship_to_address': 25}, 'Smouha': {'erp_ship_to_address': 13}}",True,99,2
1221,Misr Pharmacy,Alexandria,Smouha,Misr Pharmacy,Smouha,Smouha,registry,high,{},False,0,0
