pharmacy_id,registry_area,resolved_area,area_source,area_confidence,vote_breakdown,area_conflict,evidence_count,conflicting_area_count
1324,,,,,{},False,0,0
1326,,,,,{},False,0,0
1329,,,,,{},False,0,0
1332,,,,,{},False,0,0
1333,,,,,{},False,0,0
1335,,,,,{},False,0,0
1337,,,,,{},False,0,0
1338,,,,,{},False,0,0
1340,,,,,{},False,0,0
1342,,,,,{},False,0,0
1343,,,,,{},False,0,0
1345,,,,,{},False,0,0
1348,,,,,{},False,0,0
1349,,,,,{},False,0,0
1351,,,,,{},False,0,0
1352,,,,,{},False,0,0
1354,,,,,{},False,0,0
1355,,,,,{},False,0,0
1356,,,,,{},False,0,0
1357,,,,,{},False,0,0
1360,,,,,{},False,0,0
1363,,,,,{},False,0,0
1364,,,,,{},False,0,0
1366,,,,,{},False,0,0
1368,,,,,{},False,0,0
1372,,,,,{},False,0,0
1373,,,,,{},False,0,0
1375,,,,,{},False,0,0
1376,,,,,{},False,0,0
1390,,,,,{},False,0,0
1392,,,,,{},False,0,0
1393,,,,,{},False,0,0
1397,,,,,{},False,0,0
1398,,,,,{},False,0,0
1400,,,,,{},False,0,0
1403,,,,,{},False,0,0
1404,,,,,{},False,0,0
1408,,,,,{},False,0,0
1409,,,,,{},False,0,0
1415,,,,,{},False,0,0
1418,,,,,{},False,0,0
1420,,,,,{},False,0,0
1423,,,,,{},False,0,0
1427,,,,,{},False,0,0
1428,,,,,{},False,0,0
1430,,,,,{},False,0,0
1431,,,,,{},False,0,0
1432,,,,,{},False,0,0
1435,,,,,{},False,0,0
1441,,,,,{},False,0,0
1445,,,,,{},False,0,0
1446,,,,,{},False,0,0
1447,,,,,{},False,0,0
1448,,,,,{},False,0,0
1449,,,,,{},False,0,0
1451,,,,,{},False,0,0
1455,,,,,{},False,0,0
1458,,,,,{},False,0,0
1459,,,,,{},False,0,0
1462,,,,,{},False,0,0
1463,,,,,{},False,0,0
1464,,,,,{},False,0,0
1467,,,,,{},False,0,0
1469,,,,,{},False,0,0
1471,,,,,{},False,0,0
1475,,,,,{},False,0,0
1476,,,,,{},False,0,0
1477,,,,,{},False,0,0
1478,,,,,{},False,0,0
1479,,,,,{},False,0,0
1480,,,,,{},False,0,0
1485,,,,,{},False,0,0
1488,,,,,{},False,0,0
1489,,,,,{},False,0,0
1490,,,,,{},False,0,0
1491,,,,,{},False,0,0
1498,,,,,{},False,0,0
1501,,,,,{},False,0,0
1503,,,,,{},False,0,0
1504,,,,,{},False,0,0
1507,,,,,{},False,0,0
1508,,,,,{},False,0,0
1511,,,,,{},False,0,0
1513,,,,,{},False,0,0
1514,,,,,{},False,0,0
1515,,,,,{},False,0,0
1517,,,,,{},False,0,0
1520,,,,,{},False,0,0
1527,,,,,{},False,0,0
1530,,,,,{},False,0,0
1532,,,,,{},False,0,0
1533,,,,,{},False,0,0
1544,,,,,{},False,0,0
1546,,,,,{},False,0,0
1548,,,,,{},False,0,0
1551,,,,,{},False,0,0
1554,,,,,{},False,0,0
1558,,,,,{},False,0,0
1559,,,,,{},False,0,0
1560,,,,,{},False,0,0
1563,,,,,{},False,0,0
1564,,,,,{},False,0,0
1565,,,,,{},False,0,0
1572,,,,,{},False,0,0
1573,,,,,{},False,0,0
1575,,,,,{},False,0,0
1576,,,,,{},False,0,0
1577,,,,,{},False,0,0
1579,,,,,{},False,0,0
1582,,,,,{},False,0,0
1583,,,,,{},False,0,0
1585,,,,,{},False,0,0
1588,,,,,{},False,0,0
1589,,,,,{},False,0,0
1590,,,,,{},False,0,0
1594,,,,,{},False,0,0
1596,,,,,{},False,0,0
1597,,,,,{},False,0,0
1598,,,,,{},False,0,0
1602,,,,,{},False,0,0
1604,,,,,{},False,0,0
1606,,,,,{},False,0,0
1607,,,,,{},False,0,0
1608,,,,,{},False,0,0
1615,,,,,{},False,0,0
1618,,,,,{},False,0,0
1620,,,,,{},False,0,0
1621,,,,,{},False,0,0
1628,,,,,{},False,0,0
1633,,,,,{},False,0,0
1637,,,,,{},False,0,0
1638,,,,,{},False,0,0
1643,,,,,{},False,0,0
1644,,,,,{},False,0,0
1649,,,,,{},False,0,0
1654,,,,,{},False,0,0
1655,,,,,{},False,0,0
1658,,,,,{},False,0,0
1660,,,,,{},False,0,0
1663,,,,,{},False,0,0
1667,,,,,{},False,0,0
1671,,,,,{},False,0,0
1674,,,,,{},False,0,0
1675,,,,,{},False,0,0
1678,,,,,{},False,0,0
1681,,,,,{},False,0,0
1682,,,,,{},False,0,0
1685,,,,,{},False,0,0
1686,,,,,{},False,0,0
1689,,,,,{},False,0,0
1690,,,,,{},False,0,0
1691,,,,,{},False,0,0
1692,,,,,{},False,0,0
1695,,,,,{},False,0,0
1698,,,,,{},False,0,0
1700,,,,,{},False,0,0
1701,,,,,{},False,0,0
1702,,,,,{},False,0,0
1704,,,,,{},False,0,0
1706,,,,,{},False,0,0
1708,,,,,{},False,0,0
1709,,,,,{},False,0,0
1710,,,,,{},False,0,0
1711,,,,,{},False,0,0
1712,,,,,{},False,0,0
1713,,,,,{},False,0,0
1716,,,,,{},False,0,0
1720,,,,,{},False,0,0
1723,,,,,{},False,0,0
1729,,,,,{},False,0,0
1734,,,,,{},False,0,0
1735,,,,,{},False,0,0
1736,,,,,{},False,0,0
1737,,,,,{},False,0,0
1743,,,,,{},False,0,0
1744,,,,,{},False,0,0
1747,,,,,{},False,0,0
1751,,,,,{},False,0,0
1756,,,,,{},False,0,0
1759,,,,,{},False,0,0
1760,,,,,{},False,0,0
1761,,,,,{},False,0,0
1762,,,,,{},False,0,0
1763,,,,,{},False,0,0
1768,,,,,{},False,0,0
1770,,,,,{},False,0,0
1771,,,,,{},False,0,0
1780,,,,,{},False,0,0
1783,,,,,{},False,0,0
1784,,,,,{},False,0,0
1788,,,,,{},False,0,0
1789,,,,,{},False,0,0
1791,,,,,{},False,0,0
1795,,,,,{},False,0,0
1798,,,,,{},False,0,0
1800,,,,,{},False,0,0
1801,,,,,{},False,0,0
1803,,,,,{},False,0,0
1805,,,,,{},False,0,0
1807,,,,,{},False,0,0
1808,,,,,{},False,0,0
1809,,,,,{},False,0,0
1810,,,,,{},False,0,0
1813,,,,,{},False,0,0
1816,,,,,{},False,0,0
1818,,,,,{},False,0,0
1819,,,,,{},False,0,0
1821,,,,,{},False,0,0
1825,,,,,{},False,0,0
1829,,,,,{},False,0,0
1834,,,,,{},False,0,0
1838,,,,,{},False,0,0
1839,,,,,{},False,0,0
1842,,,,,{},False,0,0
1844,,,,,{},False,0,0
1846,,,,,{},False,0,0
1848,,,,,{},False,0,0
1849,,,,,{},False,0,0
1850,,,,,{},False,0,0
1851,,,,,{},False,0,0
1855,,,,,{},False,0,0
1857,,,,,{},False,0,0
1858,,,,,{},False,0,0
1860,,,,,{},False,0,0
1861,,,,,{},False,0,0
1862,,,,,{},False,0,0
1864,,,,,{},False,0,0
1865,,,,,{},False,0,0
1869,,,,,{},False,0,0
1872,,,,,{},False,0,0
1873,,,,,{},False,0,0
1874,,,,,{},False,0,0
1875,,,,,{},False,0,0
1880,,,,,{},False,0,0
1882,,,,,{},False,0,0
1890,,,,,{},False,0,0
1891,,,,,{},False,0,0
1893,,,,,{},False,0,0
1896,,,,,{},False,0,0
1901,,,,,{},False,0,0
1903,,,,,{},False,0,0
1906,,,,,{},False,0,0
1907,,,,,{},False,0,0
1908,,,,,{},False,0,0
1910,,,,,{},False,0,0
1913,,,,,{},False,0,0
1914,,,,,{},False,0,0
1916,,,,,{},False,0,0
1917,,,,,{},False,0,0
1919,,,,,{},False,0,0
1921,,,,,{},False,0,0
1924,,,,,{},False,0,0
1926,,,,,{},False,0,0
1927,,,,,{},False,0,0
1930,,,,,{},False,0,0
1932,,,,,{},False,0,0
1933,,,,,{},False,0,0
1937,,,,,{},False,0,0
1938,,,,,{},False,0,0
1941,,,,,{},False,0,0
1943,,,,,{},False,0,0
1947,,,,,{},False,0,0
1948,,,,,{},False,0,0
1950,,,,,{},False,0,0
1952,,,,,{},False,0,0
1961,,,,,{},False,0,0
1962,,,,,{},False,0,0
1963,,,,,{},False,0,0
1969,,,,,{},False,0,0
1971,,,,,{},False,0,0
1973,,,,,{},False,0,0
1974,,,,,{},False,0,0
1978,,,,,{},False,0,0
1979,,,,,{},False,0,0
1981,,,,,{},False,0,0
1982,,,,,{},False,0,0
1984,,,,,{},False,0,0
1985,,,,,{},False,0,0
1986,,,,,{},False,0,0
1987,,,,,{},False,0,0
1990,,,,,{},False,0,0
1992,,,,,{},False,0,0
1994,,,,,{},False,0,0
1998,,,,,{},False,0,0
1999,,,,,{},False,0,0
2001,,,,,{},False,0,0
2002,,,,,{},False,0,0
2003,,,,,{},False,0,0
2006,,,,,{},False,0,0
2007,,,,,{},False,0,0
2009,,,,,{},False,0,0
2012,,,,,{},False,0,0
2014,,,,,{},False,0,0
2015,,,,,{},False,0,0
2017,,,,,{},False,0,0
2020,,,,,{},False,0,0
2022,,,,,{},False,0,0
2024,,,,,{},False,0,0
2025,,,,,{},False,0,0
2026,,,,,{},False,0,0
2032,,,,,{},False,0,0
2033,,,,,{},False,0,0
2034,,,,,{},False,0,0
2036,,,,,{},False,0,0
2041,,,,,{},False,0,0
2042,,,,,{},False,0,0
2043,,,,,{},False,0,0
2044,,,,,{},False,0,0
2045,,,,,{},False,0,0
2046,,,,,{},False,0,0
2047,,,,,{},False,0,0
2048,,,,,{},False,0,0
2050,,,,,{},False,0,0
2053,,,,,{},False,0,0
2057,,,,,{},False,0,0
2061,,,,,{},False,0,0
2063,,,,,{},False,0,0
2065,,,,,{},False,0,0
2067,,,,,{},False,0,0
2068,,,,,{},False,0,0
2070,,,,,{},False,0,0
2071,,,,,{},False,0,0
2072,,,,,{},False,0,0
2073,,,,,{},False,0,0
2076,,,,,{},False,0,0
2077,,,,,{},False,0,0
2079,,,,,{},False,0,0
2081,,,,,{},False,0,0
2086,,,,,{},False,0,0
2088,,,,,{},False,0,0
2092,,,,,{},False,0,0
2093,,,,,{},False,0,0
2094,,,,,{},False,0,0
2099,,,,,{},False,0,0
2101,,,,,{},False,0,0
2103,,,,,{},False,0,0
2104,,,,,{},False,0,0
2114,,,,,{},False,0,0
2116,,,,,{},False,0,0
2119,,,,,{},False,0,0
2123,,,,,{},False,0,0
2124,,,,,{},False,0,0
2125,,,,,{},False,0,0
2126,,,,,{},False,0,0
2127,,,,,{},False,0,0
2129,,,,,{},False,0,0
2130,,,,,{},False,0,0
2131,,,,,{},False,0,0
2133,,,,,{},False,0,0
2135,,,,,{},False,0,0
2136,,,,,{},False,0,0
2145,,,,,{},False,0,0
2146,,,,,{},False,0,0
2149,,,,,{},False,0,0
2151,,,,,{},False,0,0
2152,,,,,{},False,0,0
2153,,,,,{},False,0,0
2155,,,,,{},False,0,0
2156,,,,,{},False,0,0
2157,,,,,{},False,0,0
2158,,,,,{},False,0,0
2160,,,,,{},False,0,0
2162,,,,,{},False,0,0
2163,,,,,{},False,0,0
2170,,,,,{},False,0,0
2176,,,,,{},False,0,0
2179,,,,,{},False,0,0
2181,,,,,{},False,0,0
2182,,,,,{},False,0,0
2183,,,,,{},False,0,0
2185,,,,,{},False,0,0
2186,,,,,{},False,0,0
2187,,,,,{},False,0,0
2191,,,,,{},False,0,0
2192,,,,,{},False,0,0
2196,,,,,{},False,0,0
2199,,,,,{},False,0,0
2204,,,,,{},False,0,0
2207,,,,,{},False,0,0
2208,,,,,{},False,0,0
2210,,,,,{},False,0,0
2213,,,,,{},False,0,0
2216,,,,,{},False,0,0
2217,,,,,{},False,0,0
2218,,,,,{},False,0,0
2219,,,,,{},False,0,0
2221,,,,,{},False,0,0
2222,,,,,{},False,0,0
2225,,,,,{},False,0,0
2227,,,,,{},False,0,0
2228,,,,,{},False,0,0
2233,,,,,{},False,0,0
2234,,,,,{},False,0,0
2238,,,,,{},False,0,0
2242,,,,,{},False,0,0
2243,,,,,{},False,0,0
2245,,,,,{},False,0,0
2252,,,,,{},False,0,0
2255,,,,,{},False,0,0
2260,,,,,{},False,0,0
2266,,,,,{},False,0,0
2267,,,,,{},False,0,0
2268,,,,,{},False,0,0
2273,,,,,{},False,0,0
2276,,,,,{},False,0,0
2278,,,,,{},False,0,0
2279,,,,,{},False,0,0
2280,,,,,{},False,0,0
2282,,,,,{},False,0,0
2283,,,,,{},False,0,0
2288,,,,,{},False,0,0
2289,,,,,{},False,0,0
2291,,,,,{},False,0,0
2294,,,,,{},False,0,0
2295,,,,,{},False,0,0
2297,,,,,{},False,0,0
2298,,,,,{},False,0,0
2300,,,,,{},False,0,0
2301,,,,,{},False,0,0
2303,,,,,{},False,0,0
2307,,,,,{},False,0,0
2312,,,,,{},False,0,0
2315,,,,,{},False,0,0
2318,,,,,{},False,0,0
2319,,,,,{},False,0,0
2320,,,,,{},False,0,0
2322,,,,,{},False,0,0
2323,,,,,{},False,0,0
2325,,,,,{},False,0,0
2328,,,,,{},False,0,0
2329,,,,,{},False,0,0
2331,,,,,{},False,0,0
2334,,,,,{},False,0,0
2337,,,,,{},False,0,0
2341,,,,,{},False,0,0
2343,,,,,{},False,0,0
2347,,,,,{},False,0,0
2350,,,,,{},False,0,0
2359,,,,,{},False,0,0
2360,,,,,{},False,0,0
2363,,,,,{},False,0,0
2364,,,,,{},False,0,0
2365,,,,,{},False,0,0
2366,,,,,{},False,0,0
2367,,,,,{},False,0,0
2370,,,,,{},False,0,0
2371,,,,,{},False,0,0
2372,,,,,{},False,0,0
2374,,,,,{},False,0,0
2375,,,,,{},False,0,0
2376,,,,,{},False,0,0
2378,,,,,{},False,0,0
2379,,,,,{},False,0,0
2382,,,,,{},False,0,0
2383,,,,,{},False,0,0
2384,,,,,{},False,0,0
2390,,,,,{},False,0,0
2392,,,,,{},False,0,0
2393,,,,,{},False,0,0
2394,,,,,{},False,0,0
2400,,,,,{},False,0,0
2402,,,,,{},False,0,0
2403,,,,,{},False,0,0
2409,,,,,{},False,0,0
2412,,,,,{},False,0,0
2413,,,,,{},False,0,0
2414,,,,,{},False,0,0
2416,,,,,{},False,0,0
2422,,,,,{},False,0,0
2425,,,,,{},False,0,0
2428,,,,,{},False,0,0
2429,,,,,{},False,0,0
2430,,,,,{},False,0,0
2433,,,,,{},False,0,0
2436,,,,,{},False,0,0
2437,,,,,{},False,0,0
2439,,,,,{},False,0,0
2440,,,,,{},False,0,0
2441,,,,,{},False,0,0
2446,,,,,{},False,0,0
2449,,,,,{},False,0,0
2452,,,,,{},False,0,0
2453,,,,,{},False,0,0
2455,,,,,{},False,0,0
2456,,,,,{},False,0,0
2459,,,,,{},False,0,0
2460,,,,,{},False,0,0
2461,,,,,{},False,0,0
2462,,,,,{},False,0,0
2463,,,,,{},False,0,0
2466,,,,,{},False,0,0
2468,,,,,{},False,0,0
2471,,,,,{},False,0,0
2473,,,,,{},False,0,0
2479,,,,,{},False,0,0
2482,,,,,{},False,0,0
2485,,,,,{},False,0,0
2486,,,,,{},False,0,0
2490,,,,,{},False,0,0
2492,,,,,{},False,0,0
2495,,,,,{},False,0,0
2504,,,,,{},False,0,0
2506,,,,,{},False,0,0
2508,,,,,{},False,0,0
2509,,,,,{},False,0,0
2510,,,,,{},False,0,0
2512,,,,,{},False,0,0
2518,,,,,{},False,0,0
2523,,,,,{},False,0,0
2528,,,,,{},False,0,0
2531,,,,,{},False,0,0
2533,,,,,{},False,0,0
2534,,,,,{},False,0,0
2536,,,,,{},False,0,0
2538,,,,,{},False,0,0
2539,,,,,{},False,0,0
2540,,,,,{},False,0,0
2553,,,,,{},False,0,0
2554,,,,,{},False,0,0
2559,,,,,{},False,0,0
2561,,,,,{},False,0,0
2562,,,,,{},False,0,0
2567,,,,,{},False,0,0
2568,,,,,{},False,0,0
2569,,,,,{},False,0,0
2577,,,,,{},False,0,0
2579,,,,,{},False,0,0
2581,,,,,{},False,0,0
2583,,,,,{},False,0,0
2585,,,,,{},False,0,0
2586,,,,,{},False,0,0
2589,,,,,{},False,0,0
2591,,,,,{},False,0,0
2592,,,,,{},False,0,0
2594,,,,,{},False,0,0
2597,,,,,{},False,0,0
2599,,,,,{},False,0,0
2603,,,,,{},False,0,0
2606,,,,,{},False,0,0
2609,,,,,{},False,0,0
2611,,,,,{},False,0,0
2616,,,,,{},False,0,0
2617,,,,,{},False,0,0
2622,,,,,{},False,0,0
2626,,,,,{},False,0,0
2627,,,,,{},False,0,0
2631,,,,,{},False,0,0
2632,,,,,{},False,0,0
2634,,,,,{},False,0,0
2636,,,,,{},False,0,0
2637,,,,,{},False,0,0
2638,,,,,{},False,0,0
2642,,,,,{},False,0,0
2643,,,,,{},False,0,0
2653,,,,,{},False,0,0
2656,,,,,{},False,0,0
2658,,,,,{},False,0,0
2660,,,,,{},False,0,0
2666,,,,,{},False,0,0
2667,,,,,{},False,0,0
2668,,,,,{},False,0,0
2670,,,,,{},False,0,0
2674,,,,,{},False,0,0
2675,,,,,{},False,0,0
2677,,,,,{},False,0,0
2681,,,,,{},False,0,0
2686,,,,,{},False,0,0
2687,,,,,{},False,0,0
2689,,,,,{},False,0,0
2691,,,,,{},False,0,0
2692,,,,,{},False,0,0
2694,,,,,{},False,0,0
2695,,,,,{},False,0,0
2696,,,,,{},False,0,0
2697,,,,,{},False,0,0
2698,,,,,{},False,0,0
2700,,,,,{},False,0,0
2703,,,,,{},False,0,0
2707,,,,,{},False,0,0
2708,,,,,{},False,0,0
2709,,,,,{},False,0,0
2711,,,,,{},False,0,0
2712,,,,,{},False,0,0
2715,,,,,{},False,0,0
2717,,,,,{},False,0,0
2719,,,,,{},False,0,0
2720,,,,,{},False,0,0
2721,,,,,{},False,0,0
2723,,,,,{},False,0,0
2727,,,,,{},False,0,0
2728,,,,,{},False,0,0
2729,,,,,{},False,0,0
2730,,,,,{},False,0,0
2732,,,,,{},False,0,0
2734,,,,,{},False,0,0
2738,,,,,{},False,0,0
2741,,,,,{},False,0,0
2742,,,,,{},False,0,0
2746,,,,,{},False,0,0
2748,,,,,{},False,0,0
2752,,,,,{},False,0,0
2753,,,,,{},False,0,0
2755,,,,,{},False,0,0
2758,,,,,{},False,0,0
2760,,,,,{},False,0,0
2762,,,,,{},False,0,0
2769,,,,,{},False,0,0
2773,,,,,{},False,0,0
2778,,,,,{},False,0,0
2780,,,,,{},False,0,0
2781,,,,,{},False,0,0
2782,,,,,{},False,0,0
2787,,,,,{},False,0,0
2792,,,,,{},False,0,0
2793,,,,,{},False,0,0
2795,,,,,{},False,0,0
2798,,,,,{},False,0,0
2799,,,,,{},False,0,0
