invoice_line_id,invoice_id,quantity,unit_price,line_total,tax_regime_flag
207,300105,3,195.37,480.79,
208,300105,3,35.61,84.12,
209,300105,2,45.36,73.53,
210,300105,4,211.15,681.63,
211,300108,9,144.80,1227.81,
212,300108,1,198.44,168.17,
213,300108,3,91.97,240.05,
214,300113,6,32.57 EGP,184.97,
215,300113,4,149.26,526.15,
216,300113,5,137.56,598.62,
217,300113,2,108.68,189.90,
218,300113,2,335.79,620.93,
219,300113,3,41.94,107.45,
220,300113,8,82.03,579.90,
221,300113,3,312.80,867.73,
222,300116,6,11.55,60.68,
223,300116,4,128.04,440.86,
224,300116,2,26.09,43.48,
225,300116,2,32.01,56.08,
226,300116,5,224.68,933.09,
227,300116,2,41.99,72.55,
228,300116,2,317.52,549.58,
229,300116,4,244.32,784.60,
230,300119,9,74.97,501.55,
231,300119,7,125.55,697.10,
232,300119,4,58.50,183.70,
233,300119,1,165.44,120.26,
234,300119,1,141.82,120.56,
235,300119,6,294.53,1358.31,
236,300119,6,58.56,283.02,
237,300119,3,221.61,540.53,
238,300119,7,120.91,712.37,
239,300126,6,43.29,214.17,
240,300126,5,534.48,2259.82,
241,300126,3,107.38,267.28,
242,300126,5,120.01,514.95,
243,300126,3,310.91,834.84,
244,300126,7,131.74,790.78,
245,300130,4,55.14,173.11,
246,300130,6,29.77,151.87,
247,300130,4,45.99,145.37,
248,300130,1,231.60,176.19,
249,300130,6,18.76,86.20,
250,300130,5,87.65,342.63,
251,300130,3,13.18,33.84,
252,300130,1,539.58,404.48,
253,300130,4,127.91,401.36,
254,300130,3,160.51,371.59,
255,300130,3,194.14,486.20,
256,300130,5,301.14,1267.26,
257,300134,2,199.26,304.43,
258,300134,5,34.12,132.48,
259,300134,4,191.47,621.65,
260,300134,1,80.07,64.01,
261,300134,2,8.55 EGP,13.84,
262,300135,3,21.89,51.67,
263,300135,4,45.32,159.57,
264,300135,3,422.10,1132.68,
265,300135,5,461.16,1847.25,
266,300135,4,105.50,364.07,
267,300135,4,73.32,262.62,
268,300135,3,126.02 EGP,308.82,
269,300137,6,121.57,694.10,
270,300137,4,7.78 EGP,29.08,
271,300137,2,241.68,402.95,
272,300145,4,150.33,480.13,
273,300145,2,339.26,544.34,
274,300146,3,224.27,477.82,
275,300146,6,13.18,57.02,
276,300146,3,134.90,304.54,
277,300146,4,198.44,607.42,
278,300146,1,249.36,184.66,
279,300146,2,30.69,44.39,
280,300146,1,7.39,5.38,
281,300146,3,36.14,77.68,
282,300146,5,12.45 EGP,48.17,
283,300146,5,181.46,655.50,
284,300146,3,45.14,97.43,
285,300146,7,290.12,1434.38,
286,300147,5,43.65,168.54,
287,300147,4,445.62,1322.04,
288,300147,5,8.18 EGP,29.83,
289,300147,3,536.01,1228.89,
290,300147,6,178.46,826.44,
291,300147,8,201.93,1192.59,
292,300147,5,47.75,165.01,
293,300147,4,188.81,558.89,
294,300147,2,237.60,339.61,
295,300147,3,139.99,295.86,
296,300147,2,80.93,117.96,
297,300147,4,209.10,557.23,
298,300147,8,234.48 EGP,1306.80,
299,300148,8,89.76,710.96,
300,300148,9,42.03,344.55,
301,300148,2,318.78,582.38,
302,300148,8,529.38,3825.34,
303,300148,6,106.55,584.82,
304,300148,7,33.30,209.16,
305,300163,6,25.22,124.73,
306,300163,4,205.62,652.94,
307,300163,6,96.48,488.95,
308,300163,6,199.26,1075.69,
309,300163,3,127.51,306.33,
310,300164,6,146.68,698.18,
311,300164,7,85.33,463.09,
312,300165,5,144.10,605.31,
313,300165,2,311.85,511.34,
314,300165,2,224.40,390.80,
315,300165,3,30.26,73.58,
316,300165,4,17.86,57.49,
317,300168,5,26.40,95.03,
318,300168,7,137.15,749.21,
319,300168,4,26.11,81.29,
320,300168,7,192.54,1011.24,
321,300168,3,306.18,620.31,
322,300168,7,460.53,2393.78,
323,300168,5,133.98,521.83,
324,300168,3,141.97,324.06,
325,300168,3,439.74,1021.04,
326,300168,9,334.53 EGP,2399.43,
327,300168,2,43.16,64.52,
328,300170,3,43.92,104.44,
329,300170,3,12.51,29.85,
330,300170,4,293.58,1040.01,
331,300170,6,130.68,621.22,
332,300170,4,292.95,882.48,
333,300170,2,427.14,751.83,
334,300171,1,395.22 EGP,316.55,
335,300171,5,183.92,761.96,
336,300171,2,13.54,22.25,
337,300171,4,345.56,1137.53,
338,300171,8,80.93,541.55,
339,300171,1,8.02,6.56,
340,300171,3,13.26,33.12,
341,300171,2,80.62,133.29,
342,300172,9,188.50,1525.39,
343,300172,6,550.29,2919.66,
344,300172,6,171.95,968.49,
345,300172,2,289.17 EGP,541.40,
346,300172,5,95.71,415.92,
347,300172,7,8.06,49.97,
348,300172,9,201.31,1613.18,
349,300172,4,307.76,1126.49,
350,300174,2,325.71,491.18,
351,300174,6,13.69,67.12,
352,300174,2,303.66,444.75,
353,300174,3,23.62,51.18,
354,300174,4,118.71,392.10,
355,300174,7,12.09,63.07,
356,300177,4,144.54,534.99,
357,300177,4,49.37,169.94,
358,300177,5,118.94,483.85,
359,300180,5,187.58,712.80,
360,300180,6,104.35,457.29,
361,300180,5,164.01,651.97,
362,300180,5,23.64,92.58,
363,300180,8,18.14,100.76,
364,300180,5,311.54,1191.52,
365,300180,2,315.63,461.02,
366,300180,1,123.78 EGP,93.89,
367,300188,6,163.86,859.00,
368,300188,5,327.60,1488.82,
369,300188,4,121.44,418.87,
370,300188,3,33.17,90.16,
371,300188,2,451.08,820.12,
372,300188,3,55.82 EGP,149.78,
373,300188,3,109.62,297.36,
374,300188,6,46.40,229.09,
375,300188,4,79.99 EGP,290.44,
376,300188,5,146.98,691.01,
377,300194,2,44.78,82.56,
378,300194,4,31.19,123.25,
379,300194,4,492.15,1774.15,
380,300194,7,543.15,3625.36,
381,300194,3,243.12,659.13,
382,300194,7,8.79,56.55,
383,300199,3,161.88,409.32,
384,300199,4,64.54,221.76,
385,300199,4,128.96,442.65,
386,300199,1,173.18,146.50,
387,300199,4,18.95,64.48,
388,300199,4,137.02,475.64,
389,300199,3,63.99,178.80,
390,300203,8,547.74,3531.66,
391,300203,7,79.36,430.61,
392,300203,6,129.36,633.57,
393,300203,4,438.48,1492.00,
394,300204,5,229.20,991.12,
395,300204,4,8.25,29.02,
396,300204,2,303.35,514.08,
397,300204,4,217.51,767.50,
398,300204,6,140.90 EGP,743.86,
399,300206,2,238.80 EGP,370.00,
400,300206,5,75.52,305.10,
401,300206,3,515.10,1218.99,
402,300206,2,11.99,17.88,
403,300206,5,221.20,904.23,
404,300206,3,114.93,274.61,
405,300206,2,12.41,19.48,
406,300206,2,48.38,70.78,
407,300206,2,8.47,12.37,
408,300206,3,144.70,331.47,
409,300206,3,259.92,574.84,
410,300207,2,260.40,442.63,
411,300207,5,135.83,543.50,
412,300207,4,385.14,1241.73,
413,300207,2,243.36,403.60,
414,300207,8,35.01,234.96,
415,300207,4,312.48,1025.45,
416,300207,4,127.38,433.01,
417,300207,4,41.76,132.37,
418,300210,6,519.69,2385.79,
419,300210,4,196.19,607.45,
420,300210,4,63.07,217.04,
421,300210,9,31.65,230.45,
422,300210,1,116.58,84.81,
423,300210,2,101.47,146.31,
424,300210,4,32.37,101.15,
425,300210,1,283.82,219.26,
426,300210,4,65.27,216.38,
427,300210,6,13.15,67.78,
428,300210,3,83.76,196.12,
429,300211,2,11.85,18.57,
430,300211,4,8.35,26.41,
431,300211,4,246.24,779.93,
432,300211,1,41.00,31.59,
433,300211,7,73.79,420.18,
434,300211,5,297.36,1166.50,
435,300211,3,531.93,1281.83,
436,300213,4,456.54,1708.48,
437,300213,3,105.31,279.76,
438,300213,5,76.85,346.68,
439,300214,5,219.60,772.01,
440,300214,3,252.00,589.83,
441,300214,4,12.64,41.10,
442,300214,4,19.35,55.24,
443,300214,6,124.02,573.26,
444,300214,5,62.53 EGP,241.71,
445,300214,6,118.12,548.17,
446,300214,2,65.58,97.89,
447,300214,2,191.66,273.73,
448,300214,4,7.90,25.24,
449,300214,5,29.83 EGP,113.64,
450,300217,3,13.23,35.74,
451,300217,4,99.74 EGP,313.62,
452,300217,3,73.16,199.45,
453,300217,7,49.01,307.15,
454,300217,7,41.85,252.60,
455,300217,3,26.16,68.67,
456,300221,3,45.36,125.29,
457,300221,6,17.06,94.32,
458,300221,7,63.32,397.34,
459,300221,4,64.23,230.13,
460,300224,6,388.08,1890.27,
461,300224,3,403.62,936.21,
462,300224,6,77.01,374.68,
463,300224,6,125.91,559.10,
464,300224,6,74.81,362.37,
465,300224,6,461.04,2285.13,
466,300224,4,229.68,813.37,
467,300224,1,86.78,71.46,
468,300228,5,45.00,188.92,
469,300228,3,219.12,610.06,
470,300228,8,126.46,883.18,
471,300228,6,129.62,637.09,
472,300228,4,95.33,315.13,
473,300228,4,58.50,212.05,
474,300230,3,12.01,29.27,
475,300230,5,105.31,444.75,
476,300230,7,129.21,757.51,
477,300230,3,8.37,21.17,
478,300230,7,441.42,2684.95,
479,300232,5,385.14,1652.08,
480,300232,3,58.93,145.69,
481,300232,3,8.27,20.85,
482,300232,4,309.33,1113.81,
483,300232,4,12.39,42.38,
484,300232,5,482.46,1988.46,
485,300232,3,172.66,447.63,
486,300232,3,17.51,44.60,
487,300233,6,11.90,57.33,
488,300233,3,390.60,917.80,
489,300233,4,90.05,276.30,
490,300233,3,59.78,128.74,
491,300233,5,115.99,496.44,
492,300233,7,121.89,663.33,
493,300233,3,8.01,19.61,
494,300233,3,243.60,599.49,
495,300233,2,203.16,345.00,
496,300234,6,11.96,59.77,
497,300234,2,124.49,207.88,
498,300234,6,25.58,127.85,
499,300234,3,224.89,569.43,
500,300234,4,343.04,1190.56,
501,300243,3,8.22,19.79,
502,300243,6,207.26,986.39,
503,300243,2,23.26,39.17,
504,300243,5,163.33,698.34,
505,300243,4,8.48,25.53,
506,300243,2,12.99,20.43,
507,300243,3,95.33,219.25,
508,300243,2,256.08 EGP,397.98,
509,300244,5,212.18,838.30,
510,300244,2,147.74 EGP,215.55,
511,300244,4,7.38,24.54,
512,300244,5,60.21,216.02,
513,300244,1,245.76,182.89,
514,300244,2,8.38,11.56,
515,300244,2,116.35,173.68,
516,300244,4,55.94,168.66,
517,300244,4,80.07,218.16,
518,300245,6,76.46,331.34,
519,300245,3,92.74,223.00,
520,300245,5,135.96,528.69,
521,300245,5,60.76,213.28,
522,300247,6,13.20,76.13,
523,300247,4,99.94,375.46,
524,300247,1,204.18,187.59,
525,300247,5,23.69,105.57,
526,300247,2,92.26,174.59,
527,300247,3,22.85,64.00,
528,300247,5,43.29,192.92,
529,300247,4,31.12,109.30,
530,300248,6,64.54,312.86,
531,300248,4,117.41,414.05,
532,300248,3,478.89,1125.96,
533,300248,4,8.08,26.76,
534,300248,3,489.09,1381.64,
535,300248,4,139.66,436.38,
536,300248,4,22.32,72.75,
537,300248,9,433.44,3015.28,
538,300248,1,189.01,148.33,
539,300248,5,16.58,66.02,
540,300248,7,493.68 EGP,2970.69,
541,300248,5,183.57,789.75,
542,300248,4,451.08,1403.24,
543,300248,5,24.79,104.01,
544,300248,7,313.74,1796.80,
545,300249,4,47.16,160.77,
546,300249,2,32.51,51.22,
547,300249,5,190.65,789.49,
548,300249,5,428.82,1754.92,
549,300249,3,137.81,362.27,
550,300249,5,58.01,266.73,
551,300250,3,35.71 EGP,82.33,
552,300250,2,457.80 EGP,637.18,
553,300250,3,34.91,78.30,
554,300250,3,12.63,30.48,
555,300250,3,113.52,239.68,
556,300250,4,393.96,1161.40,
557,300252,4,93.41,280.00,
558,300252,5,47.93,181.10,
559,300252,5,98.59,406.61,
560,300252,5,149.11,551.36,
561,300252,4,48.65,161.61,
562,300252,3,245.76,549.90,
563,300252,3,57.71,145.59,
564,300254,2,241.92,405.15,
565,300254,7,175.82,1002.85,
566,300254,4,508.47,1636.86,
567,300254,4,44.55,143.12,
568,300254,2,438.06,693.10,
569,300254,6,126.72 EGP,590.55,
570,300254,6,325.71,1590.52,
571,300254,2,154.58,261.24,
572,300260,6,190.26,1020.61,
573,300260,1,16.97,13.74,
574,300260,6,7.79,38.06,
575,300260,4,160.34,529.62,
576,300260,3,325.71,817.29,
577,300260,5,517.65,2212.33,
578,300260,6,333.59 EGP,1688.28,
579,300260,4,226.56,743.68,
580,300260,5,35.84,152.69,
581,300261,3,123.66,320.47,
582,300261,2,380.52,660.29,
583,300261,3,25.20,61.55,
584,300261,4,61.24,211.68,
585,300261,3,46.35,137.73,
586,300261,4,86.11,295.04,
587,300261,4,7.48,25.35,
588,300261,4,75.60,269.31,
589,300261,4,189.63,663.68,
590,300268,4,65.94,223.78,
591,300268,5,118.71,528.79,
592,300268,4,112.45,411.71,
593,300268,5,309.96,1339.30,
594,300268,4,123.68,433.48,
595,300269,6,294.21,1442.26,
596,300269,3,7.45,18.37,
597,300269,3,7.25 EGP,18.17,
598,300269,3,185.15,443.37,
599,300269,6,18.14,85.50,
600,300270,3,66.49,173.08,
601,300270,5,8.41,39.14,
602,300270,5,334.85,1396.03,
603,300270,3,162.10,436.97,
604,300278,3,303.98,827.31,
605,300278,4,24.72,90.06,
606,300278,4,132.92,461.69,
607,300278,2,85.17,165.49,
608,300278,6,233.04,1268.69,
609,300278,4,324.14,1201.56,
610,300278,4,164.92,587.48,
611,300278,6,332.96,1860.63,
612,300278,2,64.90,117.39,
613,300278,6,232.56,1311.53,
614,300278,5,103.20,484.00,
615,300278,2,13.09,23.98,
616,300278,4,157.47,604.88,
617,300285,2,21.98,32.15,
618,300285,9,205.00,1533.81,
619,300285,4,124.37,376.40,
620,300285,4,13.30,40.98,
621,300285,5,23.78,98.17,
622,300285,6,42.48,187.52,
623,300296,3,77.48,170.94,
624,300296,8,334.22,2055.01,
625,300296,3,241.68,579.25,
626,300296,2,19.75,32.05,
627,300296,4,46.26,157.19,
628,300300,4,221.81,760.56,
629,300300,5,35.38,159.17,
630,300300,6,503.37,2502.42,
631,300300,1,19.62,16.74,
632,300304,5,155.19,673.17,
633,300304,5,12.95,60.84,
634,300304,1,22.94,20.10,
635,300304,9,312.48 EGP,2684.55,
636,300304,3,11.84,32.29,
637,300304,4,105.12,371.87,
638,300304,2,411.60,742.14,
639,300311,6,77.17,385.11,
640,300311,6,60.88,301.21,
641,300311,4,21.82,73.86,
642,300311,5,188.50,843.89,
643,300311,4,211.56,670.39,
644,300311,3,19.60,49.24,
645,300311,5,114.46,439.71,
646,300313,4,193.11,560.19,
647,300313,6,112.10,507.58,
648,300313,5,122.76,461.73,
649,300313,4,285.08,864.52,
650,300313,6,75.20,322.43,
651,300316,5,31.94,132.96,
652,300316,5,392.70 EGP,1616.39,
653,300317,2,233.76,366.64,
654,300317,6,11.68,62.25,
655,300317,7,18.49,105.82,
656,300317,8,87.07,616.11,
657,300317,5,17.42,74.48,
658,300317,7,47.57,280.53,
659,300317,5,109.15,440.01,
660,300317,4,460.02,1689.71,
661,300323,2,308.70,507.53,
662,300323,4,337.37,1173.59,
663,300323,6,48.24,269.67,
664,300323,5,446.88,1973.90,
665,300323,4,180.40,623.64,
666,300323,3,33.73,86.72,
667,300323,3,544.17,1435.93,
668,300323,5,330.12,1419.78,
669,300323,4,7.93,29.14,
670,300323,6,35.84,200.67,
671,300323,8,17.53,122.19,
672,300324,5,187.62,755.43,
673,300324,3,128.03,334.23,
674,300324,3,138.86,356.64,
675,300324,1,35.34,30.10,
676,300324,4,550.80,1908.00,
677,300324,4,13.00,43.63,
678,300324,5,18.25,77.74,
679,300324,6,25.13,136.39,
680,300327,5,90.34,389.41,
681,300327,3,42.71,118.18,
682,300327,3,500.31,1205.67,
683,300327,9,74.18,559.40,
684,300327,6,8.48,42.35,
685,300327,3,17.82,48.38,
686,300327,6,17.89,95.64,
687,300336,5,141.77,562.12,
688,300336,2,542.13,971.52,
689,300336,7,43.38,275.27,
690,300336,5,16.99 EGP,70.26,
691,300336,2,16.63,30.24,
692,300336,6,119.65,643.40,
693,300336,3,422.10,1017.39,
694,300336,5,114.70,528.62,
695,300336,7,101.57,613.81,
696,300336,3,35.71,93.50,
697,300336,2,290.12,494.99,
698,300336,7,248.40,1439.26,
699,300336,3,72.46,182.83,
700,300336,3,35.67 EGP,89.38,
701,300340,3,256.80,568.13,
702,300340,1,234.48,170.53,
703,300340,6,48.60,216.89,
704,300340,1,113.52,83.19,
705,300345,3,445.20,1202.03,
706,300345,5,8.78,36.43,
707,300345,3,228.72,686.16,
708,300345,4,134.11,503.24,
709,300345,6,8.74,49.24,
710,300345,8,207.67,1591.82,
711,300348,5,71.28,326.67,
712,300348,5,124.14,523.59,
713,300348,3,31.81,79.49,
714,300351,3,23.83,68.01,
715,300351,3,13.56,35.57,
716,300351,5,150.94,680.95,
717,300351,4,36.20,137.25,
718,300351,5,11.83,51.26,
719,300351,4,540.60,2088.87,
720,300351,3,471.75,1354.15,
721,300353,3,321.62,734.54,
722,300353,7,316.89,1839.91,
723,300353,4,299.25,1054.16,
724,300353,3,11.38,30.89,
725,300353,4,73.95,236.50,
726,300353,3,48.74,121.78,
727,300353,3,7.83,20.08,
728,300353,5,94.94,393.95,
729,300353,4,481.44 EGP,1637.74,
730,300353,5,126.73,513.03,
731,300353,4,129.10,386.42,
732,300353,3,23.09,53.79,
733,300353,6,58.44,288.04,
734,300359,6,8.73,41.32,
735,300359,6,163.86,832.49,
736,300359,8,543.15,3478.96,
737,300359,5,397.74,1548.07,
738,300359,2,8.46,13.51,
739,300359,1,540.09,411.59,
740,300359,5,491.13,2115.79,
741,300359,3,74.73,192.39,
742,300359,6,63.14,329.24,
743,300359,4,19.37,62.76,
744,300359,4,163.33,521.84,
745,300359,5,343.67,1369.38,
746,300359,3,468.18,1164.95,
747,300359,3,428.40,1120.18,
748,300359,2,7.74,12.11,
749,300362,4,166.14,528.78,
750,300362,6,88.99,396.47,
751,300362,4,123.07,371.87,
752,300362,6,159.28,773.76,
753,300362,7,119.30,636.43,
754,300362,5,34.91,139.57,
755,300362,1,19.58,15.34,
756,300364,3,204.59,505.93,
757,300364,8,469.71 EGP,2987.76,
758,300364,4,216.48,691.98,
759,300364,8,509.49,3411.53,
760,300364,5,299.57,1248.98,
761,300365,4,238.56,827.05,
762,300365,4,192.29,644.98,
763,300365,4,397.32,1407.47,
764,300365,3,106.44,266.28,
765,300365,3,171.78,440.39,
766,300365,6,254.64,1266.63,
767,300365,2,35.24,59.59,
768,300365,1,187.17,166.35,
769,300366,2,18.88,36.29,
770,300366,8,146.98,1025.86,
771,300366,4,254.16 EGP,929.65,
772,300366,10,337.37,2888.26,
773,300366,5,209.92,961.69,
774,300366,2,76.85,141.94,
775,300366,2,159.60,274.57,
776,300366,2,166.14,315.76,
777,300367,6,26.16,123.23,
778,300367,4,293.27,1019.76,
779,300368,4,22.34,72.85,
780,300368,5,62.77,284.02,
781,300368,5,501.33 EGP,2095.52,
782,300368,4,185.33,632.39,
783,300368,5,134.77,548.60,
784,300368,2,217.10,381.20,
785,300370,3,223.68,503.37,
786,300370,6,121.97,582.65,
787,300370,5,499.80,1862.69,
788,300370,3,251.28,582.74,
789,300370,7,180.05,873.95,
790,300370,5,160.51,616.99,
791,300370,8,333.90,2096.69,
792,300370,3,45.05,103.51,
793,300377,6,445.62,2443.75,
794,300377,5,460.74,1916.66,
795,300377,6,203.36,920.88,
796,300377,3,29.93,76.41,
797,300377,2,8.30,14.62,
798,300377,6,454.44,2449.15,
799,300377,2,121.18,203.16,
800,300380,6,200.90,1064.46,
801,300380,2,159.30,276.23,
802,300380,8,93.60,667.54,
803,300380,6,111.98,564.91,
804,300380,3,8.46,22.50,
805,300380,3,7.97,21.43,
806,300380,5,46.76,199.33,
807,300380,5,292.01,1337.64,
808,300380,5,31.65,133.31,
809,300384,2,122.76,233.66,
810,300384,6,227.28,1292.44,
811,300385,3,141.24,352.92,
812,300385,6,114.93,614.39,
813,300385,2,128.30,224.43,
814,300385,6,77.48,405.76,
815,300385,5,185.15,855.80,
816,300386,2,161.73,275.78,
817,300386,2,49.41,78.79,
818,300386,3,404.88,1051.33,
819,300401,5,125.91,532.07,
820,300401,5,43.25,185.19,
821,300401,1,150.33,126.30,
822,300401,2,24.58,41.22,
823,300401,4,12.35,41.45,
824,300401,3,484.50,1245.46,
825,300409,3,31.58,70.49,
826,300409,3,229.20,539.68,
827,300409,5,190.61,709.98,
828,300409,4,548.76,1564.16,
829,300409,6,442.26 EGP,2113.74,
830,300409,5,8.42,33.03,
831,300409,4,111.98,332.46,
832,300410,3,174.42,402.44,
833,300410,9,441.00,3134.50,
834,300413,4,104.26,358.26,
835,300413,2,552.84,1063.75,
836,300413,1,8.74,7.93,
837,300413,1,107.50,92.59,
838,300413,4,12.05,43.13,
839,300413,7,143.79,923.83,
840,300413,5,8.26,38.24,
841,300415,8,25.54,185.19,
842,300415,7,43.79,279.92,
843,300415,3,22.73,58.53,
844,300415,5,32.87,146.28,
845,300420,9,400.26,2472.59,
846,300420,8,34.52,203.81,
847,300420,4,113.04,347.96,
848,300420,3,140.84,313.41,
849,300420,6,326.34,1431.32,
